noun,adj,distance,noun,adv,distance,noun,verb,distance
(วัด - NOUN),(ดี - ADJ),10,(วัด - NOUN),(ดี - ADV),10,(คุณ - NOUN),(หา - VERB),1
(วัด - NOUN),(ภายนอก - ADJ),22,(การ - NOUN),(ดี - ADV),2,(คุณ - NOUN),(ดี - VERB),4
(วัด - NOUN),(สวยงาม - ADJ),1,(คุณ - NOUN),(ได้ - ADV),5,(คุณ - NOUN),(นักท่องเที่ยว - VERB),9
(วัด - NOUN),(ดี - ADJ),7,(พระพุทธรูป - NOUN),(ได้ - ADV),2,(สถานที่ - NOUN),(ดี - VERB),1
(วัด - NOUN),(ภายนอก - ADJ),19,(องค์ - NOUN),(ได้ - ADV),1,(สถานที่ - NOUN),(นักท่องเที่ยว - VERB),6
(แห่ง - NOUN),(ดี - ADJ),3,(วัด - NOUN),(มาก - ADV),3,(การ - NOUN),(ค้นพบ - VERB),0
(แห่ง - NOUN),(ภายนอก - ADJ),15,(ถอด - NOUN),(ก่อน - ADV),1,(การ - NOUN),(ยอดเยี่ยม - VERB),2
(สภาพ - NOUN),(ดี - ADJ),0,(รองเท้า - NOUN),(ก่อน - ADV),0,(การ - NOUN),(เสียค่าใช้จ่าย - VERB),9
(สภาพ - NOUN),(ภายนอก - ADJ),12,(ที่ - NOUN),(อย่างไร - ADV),12,(การ - NOUN),(สำรวจ - VERB),12
(ขั้นตอน - NOUN),(ภายนอก - ADJ),4,(แครก - NOUN),(อย่างไร - ADV),4,(ส่วน - NOUN),(เสียค่าใช้จ่าย - VERB),4
(การ - NOUN),(ภายนอก - ADJ),3,(เกอร์ - NOUN),(อย่างไร - ADV),3,(ส่วน - NOUN),(สำรวจ - VERB),7
(ส่วน - NOUN),(ภายนอก - ADJ),0,(โดม - NOUN),(อย่างไร - ADV),1,(การ - NOUN),(เดินทาง - VERB),0
(วัด - NOUN),(ใหญ่ - ADJ),1,(อิฐ - NOUN),(อย่างไร - ADV),0,(การ - NOUN),(ต้องหา - VERB),10
(ด้าน - NOUN),(หลัก - ADJ),2,(เวลา - NOUN),(มาก - ADV),2,(วัน - NOUN),(ต้องหา - VERB),8
(ด้าน - NOUN),(งดงาม - ADJ),4,(เวลา - NOUN),(มาก - ADV),5,(คนขับ - NOUN),(ต้องหา - VERB),3
(ด้าน - NOUN),(น่าสนใจ - ADJ),6,(กลางวัน - NOUN),(มาก - ADV),1,(คุณ - NOUN),(ต้องหา - VERB),0
(ของวัด - NOUN),(หลัก - ADJ),0,(กลางวัน - NOUN),(มาก - ADV),4,(ผลงาน - NOUN),(ยอดเยี่ยม - VERB),5
(ของวัด - NOUN),(งดงาม - ADJ),2,(สถานที่ - NOUN),(มาก - ADV),4,(ผลงาน - NOUN),(สร้าง - VERB),7
(ของวัด - NOUN),(น่าสนใจ - ADJ),4,(วัด - NOUN),(หลาย - ADV),5,(ผลงาน - NOUN),(งดงาม - VERB),16
(วัด - NOUN),(ใหญ่ - ADJ),1,(วัด - NOUN),(หลาย - ADV),2,(ชิ้นเอก - NOUN),(ยอดเยี่ยม - VERB),4
(พื้นที่ - NOUN),(ฉลอง - ADJ),0,(นักท่องเที่ยว - NOUN),(มาก - ADV),1,(ชิ้นเอก - NOUN),(สร้าง - VERB),6
(พื้นที่ - NOUN),(มาก - ADJ),5,(นักท่องเที่ยว - NOUN),(นัก - ADV),2,(ชิ้นเอก - NOUN),(งดงาม - VERB),15
(นักท่องเที่ยว - NOUN),(มาก - ADJ),1,(วัด - NOUN),(ที่สุด - ADV),2,(ศิลปะ - NOUN),(ยอดเยี่ยม - VERB),2
(จำนวน - NOUN),(มาก - ADJ),0,(วัด - NOUN),(สวยงาม - ADV),2,(ศิลปะ - NOUN),(สร้าง - VERB),4
(คุณ - NOUN),(ใหญ่ - ADJ),6,(การ - NOUN),(เป็นอย่างดี - ADV),1,(ศิลปะ - NOUN),(งดงาม - VERB),13
(ภูเขา - NOUN),(ใหญ่ - ADJ),3,(วัด - NOUN),(ที่สุด - ADV),2,(ปี - NOUN),(งดงาม - VERB),3
(พระพุทธรูป - NOUN),(ใหญ่ - ADJ),1,(วัด - NOUN),(ที่สุด - ADV),5,(ทิวทัศน์ - NOUN),(งดงาม - VERB),1
(องค์ - NOUN),(ใหญ่ - ADJ),0,(พื้นที่ - NOUN),(ทุก - ADV),6,(วัด - NOUN),(สะอาด - VERB),1
(วัด - NOUN),(เย็น - ADJ),7,(นักท่องเที่ยว - NOUN),(ทุก - ADV),2,(วัด - NOUN),(สวยงาม - VERB),3
(คุณ - NOUN),(เย็น - ADJ),3,(จำนวน - NOUN),(ทุก - ADV),1,(วัด - NOUN),[(ได้รับ - VERB),6
(มะพร้าว - NOUN),(เย็น - ADJ),0,(วัด - NOUN),(มาก - ADV),7,(วัด - NOUN),(ดูแล - VERB),8
(ซื้อของ - NOUN),(ที่ระลึก - ADJ),0,(ร้านค้า - NOUN),(มาก - ADV),4,(การ - NOUN),(ดูแล - VERB),0
(คำ - NOUN),(โปสการ์ด - ADJ),2,(นักท่องเที่ยว - NOUN),(มาก - ADV),3,(ผู้คน - NOUN),(ติดตาม - VERB),0
(มุมมอง - NOUN),(โปสการ์ด - ADJ),1,(ราคา - NOUN),(บาง - ADV),3,(คุณ - NOUN),(มองเห็น - VERB),1
(ภาพ - NOUN),(โปสการ์ด - ADJ),0,(ราคา - NOUN),(ทันที - ADV),9,(ราคา - NOUN),(เหมาะ - VERB),4
(ร้านอาหาร - NOUN),(เล็ก - ADJ),0,(ราคา - NOUN),(บาง - ADV),13,(ราคา - NOUN),(ออก - VERB),7
(ที่นั่น - NOUN),(สูง - ADJ),4,(ราคา - NOUN),(บาง - ADV),17,(ราคา - NOUN),(ไป - VERB),8
(ราคา - NOUN),(สูง - ADJ),0,(เจ้าของร้าน - NOUN),(บาง - ADV),0,(ราคา - NOUN),(เที่ยวเล่น - VERB),9
(วิหาร - NOUN),(เล็ก - ADJ),0,(เจ้าของร้าน - NOUN),(ทันที - ADV),6,(ราคา - NOUN),(น่ารัก - VERB),13
(อาคาร - NOUN),(สวยงาม - ADJ),3,(เจ้าของร้าน - NOUN),(บาง - ADV),10,(ฟรี - NOUN),(เหมาะ - VERB),0
(บริเวณ - NOUN),(สวยงาม - ADJ),1,(เจ้าของร้าน - NOUN),(บาง - ADV),14,(ฟรี - NOUN),(ออก - VERB),3
(ค่าธรรมเนียม - NOUN),(แรก - ADJ),0,(แห่ง - NOUN),(ทันที - ADV),4,(ฟรี - NOUN),(ไป - VERB),4
(สถานที่ - NOUN),(ใหญ่ - ADJ),1,(แห่ง - NOUN),(บาง - ADV),8,(ฟรี - NOUN),(เที่ยวเล่น - VERB),5
(วัด - NOUN),(เล็ก - ADJ),13,(แห่ง - NOUN),(บาง - ADV),12,(ฟรี - NOUN),(น่ารัก - VERB),9
(แห่ง - NOUN),(เล็ก - ADJ),11,(ส่วนลด - NOUN),(ทันที - ADV),1,(การ - NOUN),(ออก - VERB),0
(คอมเพล็กซ์ - NOUN),(เล็ก - ADJ),9,(ส่วนลด - NOUN),(บาง - ADV),5,(การ - NOUN),(ไป - VERB),1
(วัด - NOUN),(เล็ก - ADJ),6,(ส่วนลด - NOUN),(บาง - ADV),9,(การ - NOUN),(เที่ยวเล่น - VERB),2
(หลัก - NOUN),(เล็ก - ADJ),5,(คุณ - NOUN),(บาง - ADV),1,(การ - NOUN),(น่ารัก - VERB),6
(วัด - NOUN),(เล็ก - ADJ),0,(คุณ - NOUN),(บาง - ADV),5,(สถาปนิก - NOUN),(น่ารัก - VERB),1
(วัด - NOUN),(ใหญ่ - ADJ),1,(สัมผัส - NOUN),(บาง - ADV),0,(วัด - NOUN),(สวยงาม - VERB),2
(วัด - NOUN),(สวยงาม - ADJ),7,(สัมผัส - NOUN),(บาง - ADV),4,(สถาปัตยกรรม - NOUN),(ดี - VERB),1
(วัด - NOUN),(มากมาย - ADJ),8,(อย่าง - NOUN),(บาง - ADV),2,(ค่าธรรมเนียม - NOUN),(เข้า - VERB),1
(วัด - NOUN),(หลัก - ADJ),13,(ร้าน - NOUN),(บาง - ADV),0,(ถอด - NOUN),(เข้า - VERB),2
(ห้อง - NOUN),(หลัก - ADJ),0,(คุ้มค่า - NOUN),(แน่นอน - ADV),5,(รองเท้า - NOUN),(เข้า - VERB),1
(สถานที่ - NOUN),(สวยงาม - ADJ),0,(การ - NOUN),(แน่นอน - ADV),3,(ที่ - NOUN),(ดู - VERB),3
(สถานที่ - NOUN),(ใหญ่ - ADJ),17,(พระพุทธรูป - NOUN),(อยู่ - ADV),4,(ที่ - NOUN),(ระเบิด - VERB),6
(คุณ - NOUN),(ใหญ่ - ADJ),14,(ตัว - NOUN),(ด้วย - ADV),3,(พก - NOUN),(สวม - VERB),2
(ความสุข - NOUN),(ใหญ่ - ADJ),6,(ตัว - NOUN),(สามชั้น - ADV),4,(พก - NOUN),(รัก - VERB),6
(ที่ - NOUN),(ใหญ่ - ADJ),4,(วัด - NOUN),(ด้วย - ADV),2,(ร่ม - NOUN),(สวม - VERB),1
(พระพุทธรูป - NOUN),(ใหญ่ - ADJ),1,(วัด - NOUN),(สามชั้น - ADV),3,(ร่ม - NOUN),(รัก - VERB),5
(องค์ - NOUN),(ใหญ่ - ADJ),0,(วัด - NOUN),(ตรงข้าม - ADV),2,(ถุงเท้า - NOUN),(รัก - VERB),2
(พระพุทธรูป - NOUN),(ใหญ่ - ADJ),1,(ที่นั่น - NOUN),(ตามปกติ - ADV),1,(คุณ - NOUN),(รัก - VERB),0
(องค์ - NOUN),(ใหญ่ - ADJ),0,(วัด - NOUN),(เพียง - ADV),0,(เวลา - NOUN),(ยุ่ง - VERB),1
(โชคดี - NOUN),(สวยงาม - ADJ),4,(สถานที่ - NOUN),(ค่อนข้าง - ADV),1,(เวลา - NOUN),(ร้อน - VERB),4
(มุมมอง - NOUN),(สวยงาม - ADJ),1,(คุณ - NOUN),(แน่นอน - ADV),9,(กลางวัน - NOUN),(ยุ่ง - VERB),0
(สถาปัตยกรรม - NOUN),(น่าสนใจ - ADJ),1,(รองเท้า - NOUN),(แน่นอน - ADV),6,(กลางวัน - NOUN),(ร้อน - VERB),3
(สภาพแวดล้อม - NOUN),(หนาแน่น - ADJ),5,(อาคาร - NOUN),(แน่นอน - ADV),1,(วัด - NOUN),(เงียบสงบ - VERB),5
(สถานที่ท่องเที่ยว - NOUN),(หนาแน่น - ADJ),3,(อัพ - NOUN),(ไว้ - ADV),2,(บรรยากาศ - NOUN),(เงียบสงบ - VERB),1
(ผู้คน - NOUN),(หนาแน่น - ADJ),0,(อัพ - NOUN),(น้อย - ADV),6,(เยี่ยม - NOUN),(ชม - VERB),0
(คุณ - NOUN),(มากมาย - ADJ),3,(คุณ - NOUN),(น้อย - ADV),1,(สถานที่ - NOUN),(สวยงาม - VERB),1
(โอกาส - NOUN),(มากมาย - ADJ),0,(วัด - NOUN),(มาก - ADV),10,(สถานที่ - NOUN),(เงียบสงบ - VERB),3
(สวน - NOUN),(สวยงาม - ADJ),4,(วัด - NOUN),(มาก - ADV),7,(วัด - NOUN),(มี - VERB),1
(ดอกทานตะวัน - NOUN),(สวยงาม - ADJ),3,(สถานที่ - NOUN),(มาก - ADV),2,(วัด - NOUN),(อยู่ - VERB),7
(ความ - NOUN),(สวยงาม - ADJ),0,(วิทยาเขต - NOUN),(มาก - ADV),4,(วัด - NOUN),(มี - VERB),13
(พระพุทธเจ้า - NOUN),(บน - ADJ),6,(วิทยาเขต - NOUN),(หลาย - ADV),13,(วัด - NOUN),(อยู่ - VERB),15
(พระพุทธเจ้า - NOUN),(ของวัด - ADJ),8,(คุณ - NOUN),(หลาย - ADV),6,(วัด - NOUN),(ปรับปรุง - VERB),19
(พระพุทธเจ้า - NOUN),(สวยงาม - ADJ),14,(เวลา - NOUN),(หลาย - ADV),2,(วัด - NOUN),(อยู่ - VERB),4
(ส่วน - NOUN),(บน - ADJ),0,(ว่าการ - NOUN),(ตลอดไป - ADV),10,(วัด - NOUN),(มี - VERB),10
(ส่วน - NOUN),(ของวัด - ADJ),2,(ถ่ายภาพ - NOUN),(ตลอดไป - ADV),9,(วัด - NOUN),(อยู่ - VERB),12
(ส่วน - NOUN),(สวยงาม - ADJ),8,(คุณ - NOUN),(ตลอดไป - ADV),5,(วัด - NOUN),(ปรับปรุง - VERB),16
(คุณ - NOUN),(สวยงาม - ADJ),4,(ช่วงเวลา - NOUN),(ตลอดไป - ADV),3,(แห่ง - NOUN),(อยู่ - VERB),0
(ทิวทัศน์ - NOUN),(สวยงาม - ADJ),1,(วัด - NOUN),(หลาย - ADV),0,(แห่ง - NOUN),(มี - VERB),6
(คุณ - NOUN),(ใดๆ - ADJ),5,(วัด - NOUN),(อีก - ADV),10,(แห่ง - NOUN),(อยู่ - VERB),8
(รูปปั้น - NOUN),(ใดๆ - ADJ),0,(วัด - NOUN),(หลาย - ADV),11,(แห่ง - NOUN),(ปรับปรุง - VERB),12
(คุณ - NOUN),(ใหญ่ - ADJ),8,(แห่ง - NOUN),(อีก - ADV),8,(สภาพ - NOUN),(มี - VERB),3
(วัด - NOUN),(ใหญ่ - ADJ),4,(แห่ง - NOUN),(หลาย - ADV),9,(สภาพ - NOUN),(อยู่ - VERB),5
(ระหว่างทาง - NOUN),(ใหญ่ - ADJ),3,(คอมเพล็กซ์ - NOUN),(อีก - ADV),6,(สภาพ - NOUN),(ปรับปรุง - VERB),9
(องค์ - NOUN),(ใหญ่ - ADJ),0,(คอมเพล็กซ์ - NOUN),(หลาย - ADV),7,(ขั้นตอน - NOUN),(ปรับปรุง - VERB),1
(ส่วนใหญ่ - NOUN),(แออัด - ADJ),2,(วัด - NOUN),(อีก - ADV),3,(การ - NOUN),(ปรับปรุง - VERB),0
(สถานที่ - NOUN),(แออัด - ADJ),0,(วัด - NOUN),(หลาย - ADV),4,(นักท่องเที่ยว - NOUN),(อยู่ - VERB),5
(วัด - NOUN),(ใหญ่ - ADJ),1,(หลัก - NOUN),(อีก - ADV),2,(วัด - NOUN),(มี - VERB),4
(วัด - NOUN),(ศักดิ์สิทธิ์ - ADJ),4,(หลัก - NOUN),(หลาย - ADV),3,(วัด - NOUN),(แจก - VERB),6
(พระพุทธรูป - NOUN),(ศักดิ์สิทธิ์ - ADJ),3,(วัด - NOUN),(ที่สุด - ADV),2,(คน - NOUN),(ออก - VERB),2
(น่าเสียดาย - NOUN),(หยาบคาย - ADJ),3,(วัด - NOUN),(อยู่ - ADV),10,(คน - NOUN),(ไป - VERB),3
(คน - NOUN),(หยาบคาย - ADJ),0,(สถานที่ - NOUN),(สงบ - ADV),6,(เสื้อผ้า - NOUN),(เรียบง่าย - VERB),1
(สิ่ง - NOUN),(โง่เขลา - ADJ),3,(คุณ - NOUN),(สงบ - ADV),3,(เสื้อผ้า - NOUN),(มี - VERB),3
(คน - NOUN),(โง่เขลา - ADJ),0,(โชคดี - NOUN),(ได้ - ADV),15,(เสื้อผ้า - NOUN),(หัวเข่า - VERB),6
(สถานที่ - NOUN),(มากมาย - ADJ),6,(วันที่ - NOUN),(ได้ - ADV),11,(เสื้อผ้า - NOUN),(ปกคลุม - VERB),7
(ประวัติศาสตร์ - NOUN),(มากมาย - ADJ),2,(เมฆ - NOUN),(ได้ - ADV),9,(เสื้อกล้าม - NOUN),(หัวเข่า - VERB),1
(อาคาร - NOUN),(มากมาย - ADJ),0,(พระพุทธเจ้า - NOUN),(ได้ - ADV),8,(เสื้อกล้าม - NOUN),(ปกคลุม - VERB),2
(สิ่ง - NOUN),(เดียว - ADJ),0,(ตรงกลาง - NOUN),(ได้ - ADV),6,(วัด - NOUN),(ซับซ้อน - VERB),1
(แถว - NOUN),(ใหญ่ - ADJ),1,(เมฆ - NOUN),(ได้ - ADV),4,(การ - NOUN),(ดูแล - VERB),0
(เวลา - NOUN),(แขนยาว - ADJ),22,(การ - NOUN),(กว่า - ADV),1,(พลังงาน - NOUN),(ยอดเยี่ยม - VERB),1
(ชั่วโมง - NOUN),(แขนยาว - ADJ),19,(วัด - NOUN),(มาก - ADV),3,(สถานที่ - NOUN),(เหมาะ - VERB),1
(การ - NOUN),(แขนยาว - ADJ),16,(การ - NOUN),(ใกล้ - ADV),5,(สถานที่ - NOUN),(ปล่อยวาง - VERB),4
(อาคาร - NOUN),(แขนยาว - ADJ),14,(คุณ - NOUN),(ใกล้ - ADV),1,(สถานที่ - NOUN),(ทำ - VERB),6
(น้ำ - NOUN),(แขนยาว - ADJ),9,(วัด - NOUN),(ที่สุด - ADV),2,(การ - NOUN),(ปล่อยวาง - VERB),0
(คุณ - NOUN),(แขนยาว - ADJ),7,(นักท่องเที่ยว - NOUN),(มาก - ADV),2,(การ - NOUN),(ทำ - VERB),2
(เสื้อผ้า - NOUN),(แขนยาว - ADJ),4,(พระพุทธเจ้า - NOUN),(มาก - ADV),2,(วัด - NOUN),(สำคัญ - VERB),4
(แว่นกันแดด - NOUN),(แขนยาว - ADJ),0,(พระพุทธเจ้า - NOUN),(สุด - ADV),7,(พื้นที่ - NOUN),(ได้รับ - VERB),2
(ความ - NOUN),(โกลาหล - ADJ),3,(ส่วน - NOUN),(สุด - ADV),1,(วัด - NOUN),(รู้สึก - VERB),1
(ความ - NOUN),(โกลาหล - ADJ),0,(คุณ - NOUN),(ที่นี่ - ADV),5,(วัด - NOUN),(สงบ - VERB),2
(วัด - NOUN),(สวยงาม - ADJ),0,(ความ - NOUN),(ที่นี่ - ADV),2,(วัด - NOUN),(เห็น - VERB),4
(ผู้คน - NOUN),(มากมาย - ADJ),0,(พระพุทธเจ้า - NOUN),(เช่นกัน - ADV),7,(วัด - NOUN),(ล้อมรอบ - VERB),7
(หิน - NOUN),(มาก - ADJ),5,(คุณ - NOUN),(เช่นกัน - ADV),5,(วัด - NOUN),(เป็น - VERB),10
(ร่มเงา - NOUN),(มาก - ADJ),1,(แว่นกันแดด - NOUN),(เช่นกัน - ADV),0,(วัด - NOUN),(จดจำ - VERB),14
(จำนวน - NOUN),(มาก - ADJ),0,(วัด - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(รู้สึก - VERB),0
(วัด - NOUN),(งดงาม - ADJ),5,(วัด - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(สงบ - VERB),1
(สถาปัตยกรรม - NOUN),(งดงาม - ADJ),1,(แถว - NOUN),(นาน - ADV),7,(คุณ - NOUN),(เห็น - VERB),3
(การ - NOUN),(ศักดิ์สิทธิ์ - ADJ),4,(คุณ - NOUN),(นาน - ADV),3,(คุณ - NOUN),(ล้อมรอบ - VERB),6
(สถานที่ - NOUN),(ศักดิ์สิทธิ์ - ADJ),0,(เวลา - NOUN),(ประมาณ - ADV),0,(คุณ - NOUN),(เป็น - VERB),9
(เท้าเปล่า - NOUN),(สงบสุข - ADJ),17,(วัด - NOUN),(มาก - ADV),2,(คุณ - NOUN),(จดจำ - VERB),13
(พระพุทธรูป - NOUN),(สงบสุข - ADJ),9,(คุณ - NOUN),(ที่นั่น - ADV),8,(พระพุทธเจ้า - NOUN),(เป็น - VERB),0
(ระดับ - NOUN),(สงบสุข - ADJ),6,(ความ - NOUN),(ที่นั่น - ADV),5,(พระพุทธเจ้า - NOUN),(จดจำ - VERB),4
(คุณ - NOUN),(สงบสุข - ADJ),2,(คุณ - NOUN),(ที่นั่น - ADV),1,(ประสบการณ์ - NOUN),(จดจำ - VERB),2
(ความ - NOUN),(สงบสุข - ADJ),0,(วัด - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(เห็น - VERB),1
(จุด - NOUN),(สงบ - ADJ),17,(สถานที่ - NOUN),(เงียบสงบ - ADV),2,(วัด - NOUN),(แตกต่าง - VERB),1
(กลุ่ม - NOUN),(สงบ - ADJ),13,(แครก - NOUN),(ไว้ - ADV),3,(วัด - NOUN),(ซื้อ - VERB),5
(คุณ - NOUN),(สงบ - ADJ),8,(แครก - NOUN),(มาก - ADV),9,(คุณ - NOUN),(ซื้อ - VERB),1
(แห่ง - NOUN),(สงบ - ADJ),2,(เกอร์ - NOUN),(ไว้ - ADV),2,(บริเวณ - NOUN),(ใส่ - VERB),3
(ความ - NOUN),(สงบ - ADJ),0,(เกอร์ - NOUN),(มาก - ADV),8,(บริเวณ - NOUN),(เคารพ - VERB),6
(วัด - NOUN),(ที่สุด - ADJ),11,(ปล่องไฟ - NOUN),(มาก - ADV),3,(วัด - NOUN),(ใส่ - VERB),2
(วัด - NOUN),(ที่สุด - ADJ),6,(แคร็กเกอร์ - NOUN),(มาก - ADV),2,(วัด - NOUN),(เคารพ - VERB),5
(ความ - NOUN),(ที่สุด - ADJ),3,(สงบสุข - NOUN),(มาก - ADV),0,(กางเกงขาสั้น - NOUN),(เคารพ - VERB),1
(ศักดิ์สิทธิ์ - NOUN),(ที่สุด - ADJ),0,(สถานที่ - NOUN),(ดี - ADV),19,(วัด - NOUN),(มี - VERB),1
(สถานที่ - NOUN),(สงบสุข - ADJ),0,(สถานที่ - NOUN),(เรียบร้อย - ADV),23,(วัด - NOUN),(ดู - VERB),5
(วัด - NOUN),(เล็ก - ADJ),0,(ชื่อเสียง - NOUN),(ดี - ADV),16,(ร้านค้า - NOUN),(ดู - VERB),2
(วัด - NOUN),(ใหญ่ - ADJ),3,(ชื่อเสียง - NOUN),(เรียบร้อย - ADV),20,(นักท่องเที่ยว - NOUN),(ดู - VERB),1
(ขนาด - NOUN),(ใหญ่ - ADJ),0,(ผู้ - NOUN),(ดี - ADV),14,(ราคา - NOUN),(มาก - VERB),1
(เวลา - NOUN),(ทัวร์ - ADJ),12,(ผู้ - NOUN),(เรียบร้อย - ADV),18,(ราคา - NOUN),(ให้ - VERB),6
(ครึ่งชัวโมง - NOUN),(ทัวร์ - ADJ),10,(ต่างประเทศ - NOUN),(ดี - ADV),10,(ราคา - NOUN),(ให้ - VERB),20
(เวลา - NOUN),(ทัวร์ - ADJ),6,(ต่างประเทศ - NOUN),(เรียบร้อย - ADV),14,(ราคา - NOUN),(ตัดสินใจ - VERB),25
(การ - NOUN),(ทัวร์ - ADJ),3,(คนใน - NOUN),(ดี - ADV),8,(ราคา - NOUN),(ซื้อ - VERB),26
(คน - NOUN),(ทัวร์ - ADJ),0,(คนใน - NOUN),(เรียบร้อย - ADV),12,(เจ้าของร้าน - NOUN),(ให้ - VERB),3
(สถานที่ - NOUN),(เงียบสงบ - ADJ),0,(ท้องถิ่น - NOUN),(ดี - ADV),7,(เจ้าของร้าน - NOUN),(ให้ - VERB),17
(วัด - NOUN),(เดียว - ADJ),4,(ท้องถิ่น - NOUN),(เรียบร้อย - ADV),11,(เจ้าของร้าน - NOUN),(ตัดสินใจ - VERB),22
(แห่ง - NOUN),(เดียว - ADJ),2,(วัด - NOUN),(ดี - ADV),6,(เจ้าของร้าน - NOUN),(ซื้อ - VERB),23
(ที่ - NOUN),(เดียว - ADJ),0,(วัด - NOUN),(เรียบร้อย - ADV),10,(แห่ง - NOUN),(ให้ - VERB),1
(พิพิธภัณฑ์ - NOUN),(มากมาย - ADJ),8,(เจดีย์ - NOUN),(ดี - ADV),4,(แห่ง - NOUN),(ให้ - VERB),15
(เครื่องประดับ - NOUN),(มากมาย - ADJ),4,(เจดีย์ - NOUN),(เรียบร้อย - ADV),8,(แห่ง - NOUN),(ตัดสินใจ - VERB),20
(ช่วงเวลา - NOUN),(ใหญ่ - ADJ),23,(การ - NOUN),(ดี - ADV),2,(แห่ง - NOUN),(ซื้อ - VERB),21
(ชาย - NOUN),(ใหญ่ - ADJ),18,(การ - NOUN),(เรียบร้อย - ADV),6,(ส่วนลด - NOUN),(ให้ - VERB),12
(คน - NOUN),(ใหญ่ - ADJ),17,(ระเบียบ - NOUN),(เรียบร้อย - ADV),0,(ส่วนลด - NOUN),(ตัดสินใจ - VERB),17
(กอง - NOUN),(ใหญ่ - ADJ),10,(เท้าเปล่า - NOUN),(ขึ้น - ADV),2,(ส่วนลด - NOUN),(ซื้อ - VERB),18
(อิฐ - NOUN),(ใหญ่ - ADJ),9,(เท้าเปล่า - NOUN),(แต่ละ - ADV),9,(คุณ - NOUN),(ให้ - VERB),8
(เสียง - NOUN),(ใหญ่ - ADJ),1,(พระพุทธรูป - NOUN),(แต่ละ - ADV),1,(คุณ - NOUN),(ตัดสินใจ - VERB),13
(ขนาด - NOUN),(ใหญ่ - ADJ),0,(จุด - NOUN),(มากมาย - ADV),5,(คุณ - NOUN),(ซื้อ - VERB),14
(วัด - NOUN),(ดี - ADJ),1,(จุด - NOUN),(สัก - ADV),13,(สัมผัส - NOUN),(ให้ - VERB),7
(วัด - NOUN),(หลัก - ADJ),0,(กลุ่ม - NOUN),(มากมาย - ADV),1,(สัมผัส - NOUN),(ตัดสินใจ - VERB),12
, , ,(กลุ่ม - NOUN),(สัก - ADV),9,(สัมผัส - NOUN),(ซื้อ - VERB),13
, , ,(คุณ - NOUN),(สัก - ADV),4,(อย่าง - NOUN),(ให้ - VERB),5
, , ,(วัด - NOUN),(มาก - ADV),2,(อย่าง - NOUN),(ตัดสินใจ - VERB),10
, , ,(ผู้คน - NOUN),(บาง - ADV),3,(อย่าง - NOUN),(ซื้อ - VERB),11
, , ,(พิธีกรรม - NOUN),(บาง - ADV),0,(ร้าน - NOUN),(ให้ - VERB),3
, , ,(เวลา - NOUN),(ประมาณ - ADV),0,(ร้าน - NOUN),(ตัดสินใจ - VERB),8
, , ,(สถานที่ - NOUN),(มาก - ADV),4,(ร้าน - NOUN),(ซื้อ - VERB),9
, , ,(ความเชื่อ - NOUN),(ได้ - ADV),5,(คน - NOUN),(ให้ - VERB),1
, , ,(ความเชื่อ - NOUN),(บาง - ADV),8,(คน - NOUN),(ตัดสินใจ - VERB),6
