noun,adj,distance,noun,adv,distance,noun,verb,distance
(งาน - NOUN),(งดงาม - ADJ),4,(แห่ง - NOUN),(อยู่ - ADV),6,(คุณ - NOUN),(มี - VERB),6
(ศิลปะ - NOUN),(งดงาม - ADJ),3,(มนต์ขลัง - NOUN),(มาก - ADV),0,(คุณ - NOUN),(ปกปิด - VERB),13
(สถานที่ - NOUN),(สำคัญ - ADJ),0,(มนต์ขลัง - NOUN),(อยู่ - ADV),3,(อย่าง - NOUN),(มี - VERB),3
(วัด - NOUN),(สำคัญ - ADJ),2,(สถานที่ - NOUN),(อยู่ - ADV),1,(อย่าง - NOUN),(ปกปิด - VERB),10
(ช่วงเวลา - NOUN),(สำคัญ - ADJ),0,(วางแผน - NOUN),(ทุก - ADV),12,(แผงลอย - NOUN),(ปกปิด - VERB),5
(จุด - NOUN),(เดียว - ADJ),0,(อย่างน้อย - NOUN),(ทุก - ADV),11,(กระโปรง - NOUN),(ปกปิด - VERB),3
(วัด - NOUN),(แหลม - ADJ),10,(ชั่วโมง - NOUN),(ทุก - ADV),9,(คุณ - NOUN),(ปกปิด - VERB),1
(วัด - NOUN),(สูง - ADJ),11,(การ - NOUN),(ทุก - ADV),7,(รายละเอียด - NOUN),(พร้อม - VERB),4
(รายละเอียด - NOUN),(แหลม - ADJ),5,(ครั้งนี้ - NOUN),(ทุก - ADV),4,(รายละเอียด - NOUN),(ยอดเยี่ยม - VERB),7
(รายละเอียด - NOUN),(สูง - ADJ),6,(วัด - NOUN),(หลาย - ADV),5,(อาคาร - NOUN),(พร้อม - VERB),0
(ยอด - NOUN),(แหลม - ADJ),0,(ชื่อเสียง - NOUN),(หลาย - ADV),2,(อาคาร - NOUN),(ยอดเยี่ยม - VERB),3
(ยอด - NOUN),(สูง - ADJ),1,(คนใน - NOUN),(ด้วย - ADV),1,(วิว - NOUN),(ยอดเยี่ยม - VERB),1
(คอมเพล็กซ์ - NOUN),(เย็น - ADJ),17,(ท้องถิ่น - NOUN),(ด้วย - ADV),0,(คุ้มค่า - NOUN),(เยี่ยม - VERB),2
(แห่ง - NOUN),(เย็น - ADJ),10,(ชาว - NOUN),(มาก - ADV),10,(คุ้มค่า - NOUN),(ชม - VERB),3
(การ - NOUN),(เย็น - ADJ),8,(ภูเก็ต - NOUN),(มาก - ADV),9,(การ - NOUN),(เยี่ยม - VERB),0
(ปิ้ง - NOUN),(เย็น - ADJ),6,(สถานะ - NOUN),(มาก - ADV),5,(การ - NOUN),(ชม - VERB),1
(สถานที่ - NOUN),(เย็น - ADJ),4,(พระ - NOUN),(มาก - ADV),4,(วัด - NOUN),(มี - VERB),3
(เครื่องดื่ม - NOUN),(เย็น - ADJ),0,(ของวัด - NOUN),(มาก - ADV),3,(พระ - NOUN),(มี - VERB),1
(อาคาร - NOUN),(หลัก - ADJ),8,(วัด - NOUN),(อย่างยิ่ง - ADV),2,(ชื่อเสียง - NOUN),(ดูแล - VERB),3
(อาคาร - NOUN),(งดงาม - ADJ),12,(วัด - NOUN),(มากมาย - ADV),7,(ด้าน - NOUN),(ดูแล - VERB),2
(แห่ง - NOUN),(หลัก - ADJ),6,(วัด - NOUN),(ตระหง่าน - ADV),12,(วัด - NOUN),(เป็น - VERB),1
(แห่ง - NOUN),(งดงาม - ADJ),10,(รายละเอียด - NOUN),(มากมาย - ADV),2,(วัด - NOUN),(สวยงาม - VERB),4
(ชม - NOUN),(หลัก - ADJ),2,(รายละเอียด - NOUN),(ตระหง่าน - ADV),7,(วัด - NOUN),(ได้รับ - VERB),6
(ชม - NOUN),(งดงาม - ADJ),6,(ยอด - NOUN),(ตระหง่าน - ADV),2,(วัด - NOUN),(นิยม - VERB),8
(อาคาร - NOUN),(หลัก - ADJ),0,(คอมเพล็กซ์ - NOUN),(ค่อนข้าง - ADV),1,(วัด - NOUN),(สวยงาม - VERB),1
(อาคาร - NOUN),(งดงาม - ADJ),4,(คอมเพล็กซ์ - NOUN),(เช่นกัน - ADV),3,(วัด - NOUN),(ได้รับ - VERB),3
(ทัศนียภาพ - NOUN),(งดงาม - ADJ),1,(คอมเพล็กซ์ - NOUN),(หลาย - ADV),5,(วัด - NOUN),(นิยม - VERB),5
(วัด - NOUN),(ฉลอง - ADJ),11,(สถานที่ - NOUN),(อีก - ADV),12,(ความ - NOUN),(นิยม - VERB),0
(แห่ง - NOUN),(ฉลอง - ADJ),10,(สถานที่ - NOUN),(เล็กน้อย - ADV),13,(การ - NOUN),(สำรวจ - VERB),0
(ส่วนหนึ่ง - NOUN),(ฉลอง - ADJ),6,(ภาพ - NOUN),(อีก - ADV),8,(ช่วง - NOUN),(ซั่น - VERB),2
(ทัวร์ - NOUN),(ฉลอง - ADJ),4,(ภาพ - NOUN),(เล็กน้อย - ADV),9,(ไฮ - NOUN),(ซั่น - VERB),1
(วัน - NOUN),(ฉลอง - ADJ),2,(ศาสนา - NOUN),(อีก - ADV),2,(ซี - NOUN),(ซั่น - VERB),0
(พระพุทธรูป - NOUN),(ฉลอง - ADJ),0,(ศาสนา - NOUN),(เล็กน้อย - ADV),3,(วัด - NOUN),(ประทับใจ - VERB),2
(คุ้มค่า - NOUN),(ยิ่งใหญ่ - ADJ),6,(วัฒนธรรม - NOUN),(อีก - ADV),0,(วัด - NOUN),(เยี่ยม - VERB),5
(การ - NOUN),(ยิ่งใหญ่ - ADJ),4,(วัฒนธรรม - NOUN),(เล็กน้อย - ADV),1,(วัด - NOUN),(ชม - VERB),6
(ความ - NOUN),(ยิ่งใหญ่ - ADJ),0,(วัด - NOUN),(มาก - ADV),15,(คุณ - NOUN),(เยี่ยม - VERB),1
(วัด - NOUN),(คู่บ้านคู่เมือง - ADJ),3,(แห่ง - NOUN),(มาก - ADV),14,(คุณ - NOUN),(ชม - VERB),2
(วัด - NOUN),(คู่บ้านคู่เมือง - ADJ),0,(ส่วนหนึ่ง - NOUN),(มาก - ADV),10,(คุณ - NOUN),(ใช้ - VERB),0
(ความ - NOUN),(สวยงาม - ADJ),0,(ทัวร์ - NOUN),(มาก - ADV),8,(คุณ - NOUN),(สำรวจ - VERB),7
(วิหาร - NOUN),(ทองคำ - ADJ),3,(วัน - NOUN),(มาก - ADV),6,(เวลา - NOUN),(สำรวจ - VERB),5
(สะอาดสะอ้าน - NOUN),(ทองคำ - ADJ),2,(พระพุทธรูป - NOUN),(มาก - ADV),4,(ชั่วโมง - NOUN),(สำรวจ - VERB),2
(พระพุทธรูป - NOUN),(ทองคำ - ADJ),0,(อาคาร - NOUN),(เช่นกัน - ADV),4,(การ - NOUN),(สำรวจ - VERB),0
(เรื่องราว - NOUN),(พระพุทธเจ้า - ADJ),1,(มุมมอง - NOUN),(เช่นกัน - ADV),0,(วัด - NOUN),(ประหลาดใจ - VERB),2
(ชีวิต - NOUN),(พระพุทธเจ้า - ADJ),0,(วัด - NOUN),(มากมาย - ADV),7,(รหัส - NOUN),(มี - VERB),5
(ร้านค้า - NOUN),(เล็ก - ADJ),1,(รูปปั้น - NOUN),(มากมาย - ADV),2,(ชุดว่ายน้ำ - NOUN),(มี - VERB),4
(ขายของ - NOUN),(เล็ก - ADJ),0,(แสงไฟ - NOUN),(มาก - ADV),9,(สุภาพสตรี - NOUN),(มี - VERB),2
(สีสัน - NOUN),(สวยงาม - ADJ),0,(ประทัด - NOUN),(มาก - ADV),7,(วัด - NOUN),(มี - VERB),2
(สีสัน - NOUN),(งดงาม - ADJ),2,(อาคาร - NOUN),(มาก - ADV),5,(วัด - NOUN),(ตั้ง - VERB),6
(วัด - NOUN),(แรก - ADJ),2,(อิฐ - NOUN),(มาก - ADV),4,(วัด - NOUN),(ดี - VERB),11
(วัด - NOUN),(เดียว - ADJ),5,(เรื่อง - NOUN),(มาก - ADV),2,(วัด - NOUN),(เดินทาง - VERB),14
(พุทธศาสนา - NOUN),(แรก - ADJ),1,(น่าอัศจรรย์ - NOUN),(มาก - ADV),0,(วัด - NOUN),(ดี - VERB),16
(พุทธศาสนา - NOUN),(เดียว - ADJ),4,(ความ - NOUN),(มาก - ADV),1,(วัด - NOUN),(พร้อม - VERB),17
(แห่ง - NOUN),(แรก - ADJ),0,(วัด - NOUN),(ที่สุด - ADV),24,(วัด - NOUN),(น่าตื่นตาตื่นใจ - VERB),28
(แห่ง - NOUN),(เดียว - ADJ),3,(โบสถ์ - NOUN),(ที่สุด - ADV),22,(แห่ง - NOUN),(มี - VERB),1
(แห่ง - NOUN),(เดียว - ADJ),0,(ประเทศ - NOUN),(ที่สุด - ADV),20,(แห่ง - NOUN),(ตั้ง - VERB),5
(การ - NOUN),(สั้น - ADJ),3,(สิ่ง - NOUN),(ที่สุด - ADV),13,(แห่ง - NOUN),(ดี - VERB),10
(ระยะ - NOUN),(สั้น - ADJ),0,(โครงสร้าง - NOUN),(ที่สุด - ADV),7,(แห่ง - NOUN),(เดินทาง - VERB),13
(สถาปัตยกรรม - NOUN),(ดี - ADJ),2,(การ - NOUN),(ที่สุด - ADV),3,(แห่ง - NOUN),(ดี - VERB),15
(ภายนอก - NOUN),(ดี - ADJ),0,(วิหาร - NOUN),(ที่สุด - ADV),6,(แห่ง - NOUN),(พร้อม - VERB),16
(กิจกรรม - NOUN),(ใหญ่ - ADJ),13,(สะอาดสะอ้าน - NOUN),(ที่สุด - ADV),5,(แห่ง - NOUN),(น่าตื่นตาตื่นใจ - VERB),27
(ฟรี - NOUN),(ใหญ่ - ADJ),12,(พระพุทธรูป - NOUN),(ที่สุด - ADV),3,(มนต์ขลัง - NOUN),(ตั้ง - VERB),2
(การ - NOUN),(ใหญ่ - ADJ),8,(สถานที่ - NOUN),(หลาย - ADV),10,(มนต์ขลัง - NOUN),(ดี - VERB),7
(พระพุทธรูป - NOUN),(ใหญ่ - ADJ),1,(สถานที่ - NOUN),(ง่าย - ADV),20,(มนต์ขลัง - NOUN),(เดินทาง - VERB),10
(องค์ - NOUN),(ใหญ่ - ADJ),0,(คุณ - NOUN),(หลาย - ADV),5,(มนต์ขลัง - NOUN),(ดี - VERB),12
(ผู้คน - NOUN),(มากมาย - ADJ),0,(คุณ - NOUN),(ง่าย - ADV),15,(มนต์ขลัง - NOUN),(พร้อม - VERB),13
(วัด - NOUN),(เชียงใหม่ - ADJ),4,(วัด - NOUN),(หลาย - ADV),0,(มนต์ขลัง - NOUN),(น่าตื่นตาตื่นใจ - VERB),24
(ทองคำ - NOUN),(สวยงาม - ADJ),1,(วัด - NOUN),(ง่าย - ADV),10,(สถานที่ - NOUN),(ตั้ง - VERB),0
(สถานที่ - NOUN),(กว้างใหญ่ - ADJ),0,(แห่ง - NOUN),(ง่าย - ADV),8,(สถานที่ - NOUN),(ดี - VERB),5
(วัฒนธรรม - NOUN),(ดั้งเดิม - ADJ),1,(มหาวิทยาลัย - NOUN),(ง่าย - ADV),6,(สถานที่ - NOUN),(เดินทาง - VERB),8
(แบบ - NOUN),(ดั้งเดิม - ADJ),0,(ค่าธรรมเนียม - NOUN),(ง่าย - ADV),2,(สถานที่ - NOUN),(ดี - VERB),10
(วัด - NOUN),(เก่า - ADJ),5,(วัด - NOUN),(มาก - ADV),3,(สถานที่ - NOUN),(พร้อม - VERB),11
(เมือง - NOUN),(เก่า - ADJ),1,(สีสัน - NOUN),(มาก - ADV),0,(สถานที่ - NOUN),(น่าตื่นตาตื่นใจ - VERB),22
(ภูเก็ต - NOUN),(เก่า - ADJ),0,(คุณ - NOUN),(ได้ - ADV),4,(พื้นที่ - NOUN),(ดี - VERB),1
(คุณ - NOUN),(โบราณ - ADJ),23,(คุณ - NOUN),(ง่ายดาย - ADV),6,(พื้นที่ - NOUN),(เดินทาง - VERB),4
(คุณ - NOUN),(ใหญ่ - ADJ),37,(วัด - NOUN),(มาก - ADV),14,(พื้นที่ - NOUN),(ดี - VERB),6
(ประชากร - NOUN),(โบราณ - ADJ),17,(พุทธศาสนา - NOUN),(มาก - ADV),13,(พื้นที่ - NOUN),(พร้อม - VERB),7
(ประชากร - NOUN),(ใหญ่ - ADJ),31,(แห่ง - NOUN),(มาก - ADV),12,(พื้นที่ - NOUN),(น่าตื่นตาตื่นใจ - VERB),18
(เก้า - NOUN),(โบราณ - ADJ),15,(แห่ง - NOUN),(มาก - ADV),9,(การ - NOUN),(เดินทาง - VERB),0
(เก้า - NOUN),(ใหญ่ - ADJ),29,(สถาปัตยกรรม - NOUN),(มาก - ADV),3,(การ - NOUN),(ดี - VERB),2
(ล้าน - NOUN),(โบราณ - ADJ),14,(ภายนอก - NOUN),(มาก - ADV),1,(การ - NOUN),(พร้อม - VERB),3
(ล้าน - NOUN),(ใหญ่ - ADJ),28,(วัด - NOUN),(มาก - ADV),2,(การ - NOUN),(น่าตื่นตาตื่นใจ - VERB),14
(คนใน - NOUN),(โบราณ - ADJ),13,(กิจกรรม - NOUN),(โดยเฉพาะ - ADV),7,(วิว - NOUN),(น่าตื่นตาตื่นใจ - VERB),9
(คนใน - NOUN),(ใหญ่ - ADJ),27,(ฟรี - NOUN),(โดยเฉพาะ - ADV),6,(ที่นี่ - NOUN),(น่าตื่นตาตื่นใจ - VERB),7
(เมือง - NOUN),(โบราณ - ADJ),12,(การ - NOUN),(โดยเฉพาะ - ADV),2,(ยอดเยี่ยม - NOUN),(น่าตื่นตาตื่นใจ - VERB),6
(เมือง - NOUN),(ใหญ่ - ADJ),26,(ดอกไม้ไฟ - NOUN),(มาก - ADV),2,(สถาปัตยกรรม - NOUN),(น่าตื่นตาตื่นใจ - VERB),4
(ศาสนา - NOUN),(โบราณ - ADJ),9,(สถานที่ - NOUN),(อีก - ADV),8,(งาน - NOUN),(น่าตื่นตาตื่นใจ - VERB),2
(ศาสนา - NOUN),(ใหญ่ - ADJ),23,(สถานที่ - NOUN),(ด้วยกัน - ADV),11,(ศิลปะ - NOUN),(น่าตื่นตาตื่นใจ - VERB),1
(วัด - NOUN),(โบราณ - ADJ),2,(แห่ง - NOUN),(อีก - ADV),7,(วางแผน - NOUN),(เยี่ยม - VERB),5
(วัด - NOUN),(ใหญ่ - ADJ),16,(แห่ง - NOUN),(ด้วยกัน - ADV),10,(วางแผน - NOUN),(ชม - VERB),6
(พระราชวัง - NOUN),(โบราณ - ADJ),0,(สงบสุข - NOUN),(อีก - ADV),5,(วางแผน - NOUN),(เพลิดเพลิน - VERB),9
(พระราชวัง - NOUN),(ใหญ่ - ADJ),14,(สงบสุข - NOUN),(ด้วยกัน - ADV),8,(วางแผน - NOUN),(ดู - VERB),11
(พระพุทธรูป - NOUN),(ใหญ่ - ADJ),4,(คุณ - NOUN),(อีก - ADV),1,(อย่างน้อย - NOUN),(เยี่ยม - VERB),4
(ร่ม - NOUN),(ใหญ่ - ADJ),1,(คุณ - NOUN),(ด้วยกัน - ADV),4,(อย่างน้อย - NOUN),(ชม - VERB),5
(เอ - NOUN),(มาก - ADJ),8,(โลก - NOUN),(ด้วยกัน - ADV),1,(อย่างน้อย - NOUN),(เพลิดเพลิน - VERB),8
(เวอ - NOUN),(มาก - ADJ),7,(ความ - NOUN),(เพียง - ADV),6,(อย่างน้อย - NOUN),(ดู - VERB),10
(รี่ - NOUN),(มาก - ADJ),6,(ความ - NOUN),(ยี่ - ADV),7,(ชั่วโมง - NOUN),(เยี่ยม - VERB),2
(วัด - NOUN),(มาก - ADJ),5,(วัด - NOUN),(เพียง - ADV),1,(ชั่วโมง - NOUN),(ชม - VERB),3
(จำนวน - NOUN),(มาก - ADJ),0,(วัด - NOUN),(ยี่ - ADV),2,(ชั่วโมง - NOUN),(เพลิดเพลิน - VERB),6
(วิว - NOUN),(สวย - ADJ),0,(ข้าง - NOUN),(ทุก - ADV),2,(ชั่วโมง - NOUN),(ดู - VERB),8
(วิว - NOUN),(มากมาย - ADJ),6,(พระพุทธรูป - NOUN),(ค่อนข้าง - ADV),2,(การ - NOUN),(เยี่ยม - VERB),0
(ชั้น - NOUN),(มากมาย - ADJ),3,(พระพุทธรูป - NOUN),(ใหม่ - ADV),3,(การ - NOUN),(ชม - VERB),1
(พระพุทธรูป - NOUN),(มากมาย - ADJ),0,(สถานที่ - NOUN),(ทั่ว - ADV),5,(การ - NOUN),(เพลิดเพลิน - VERB),4
(ครั้ง - NOUN),(เดียว - ADJ),0,(บริเวณ - NOUN),(ดี - ADV),5,(การ - NOUN),(ดู - VERB),6
(ไดรฟ์ - NOUN),(สั้น - ADJ),0,(บริเวณ - NOUN),(ดี - ADV),8,(ครั้งนี้ - NOUN),(เพลิดเพลิน - VERB),1
(ความกลัว - NOUN),(งดงาม - ADJ),3,(วัด - NOUN),(ดี - ADV),4,(ครั้งนี้ - NOUN),(ดู - VERB),3
(โครงสร้าง - NOUN),(งดงาม - ADJ),1,(วัด - NOUN),(ดี - ADV),7,(วัด - NOUN),(มี - VERB),1
(วัด - NOUN),(สงบสุข - ADJ),4,(การ - NOUN),(ดี - ADV),2,(วัด - NOUN),(ประกอบ - VERB),3
(ความ - NOUN),(สงบสุข - ADJ),0,(การ - NOUN),(ดี - ADV),5,(ชื่อเสียง - NOUN),(ประกอบ - VERB),0
(ตลาด - NOUN),(เล็ก - ADJ),0,(งานฉลอง - NOUN),(ด้วย - ADV),2,(ความแตกต่าง - NOUN),(สำคัญ - VERB),1
(ประเทศ - NOUN),(มาก - ADJ),6,(งานฉลอง - NOUN),(เช่นกัน - ADV),3,(ความแตกต่าง - NOUN),(ได้ยิน - VERB),4
(จำนวน - NOUN),(มาก - ADJ),0,(ดวงตา - NOUN),(ด้วย - ADV),0,(ความแตกต่าง - NOUN),(เปล่งเสียง - VERB),8
(สถานที่ - NOUN),(ศักดิ์สิทธิ์ - ADJ),5,(ดวงตา - NOUN),(เช่นกัน - ADV),1,(ความแตกต่าง - NOUN),(ออก - VERB),9
(สถานที่ - NOUN),(แออัด - ADJ),11,(คุณ - NOUN),(อย่างยิ่ง - ADV),14,(ความแตกต่าง - NOUN),(มา - VERB),10
(วัด - NOUN),(ศักดิ์สิทธิ์ - ADJ),3,(คุณ - NOUN),(ที่สุด - ADV),38,(ความแตกต่าง - NOUN),(ซ้ำๆ - VERB),11
(วัด - NOUN),(แออัด - ADJ),9,(คุณ - NOUN),(ด้วย - ADV),42,(คุณ - NOUN),(ได้ยิน - VERB),0
(สถานที่ - NOUN),(ศักดิ์สิทธิ์ - ADJ),0,(ประชากร - NOUN),(อย่างยิ่ง - ADV),8,(คุณ - NOUN),(เปล่งเสียง - VERB),4
(สถานที่ - NOUN),(แออัด - ADJ),6,(ประชากร - NOUN),(ที่สุด - ADV),32,(คุณ - NOUN),(ออก - VERB),5
(วันที่ - NOUN),(แออัด - ADJ),0,(ประชากร - NOUN),(ด้วย - ADV),36,(คุณ - NOUN),(มา - VERB),6
(อาคาร - NOUN),(สวยงาม - ADJ),2,(เก้า - NOUN),(อย่างยิ่ง - ADV),6,(คุณ - NOUN),(ซ้ำๆ - VERB),7
(ความ - NOUN),(สวยงาม - ADJ),0,(เก้า - NOUN),(ที่สุด - ADV),30,(เสียง - NOUN),(เปล่งเสียง - VERB),2
(ค่าธรรมเนียม - NOUN),(แรก - ADJ),0,(เก้า - NOUN),(ด้วย - ADV),34,(เสียง - NOUN),(ออก - VERB),3
(สวน - NOUN),(สวย - ADJ),0,(ล้าน - NOUN),(อย่างยิ่ง - ADV),5,(เสียง - NOUN),(มา - VERB),4
(สวน - NOUN),(เย็น - ADJ),14,(ล้าน - NOUN),(ที่สุด - ADV),29,(เสียง - NOUN),(ซ้ำๆ - VERB),5
(ห้องน้ำ - NOUN),(เย็น - ADJ),12,(ล้าน - NOUN),(ด้วย - ADV),33,(แคร็กเกอร์ - NOUN),(เปล่งเสียง - VERB),1
(สถานที่ - NOUN),(เย็น - ADJ),8,(คนใน - NOUN),(อย่างยิ่ง - ADV),4,(แคร็กเกอร์ - NOUN),(ออก - VERB),2
(แห่ง - NOUN),(เย็น - ADJ),4,(คนใน - NOUN),(ที่สุด - ADV),28,(แคร็กเกอร์ - NOUN),(มา - VERB),3
(ร่มเงา - NOUN),(เย็น - ADJ),1,(คนใน - NOUN),(ด้วย - ADV),32,(แคร็กเกอร์ - NOUN),(ซ้ำๆ - VERB),4
(เครื่องดื่ม - NOUN),(เย็น - ADJ),0,(เมือง - NOUN),(อย่างยิ่ง - ADV),3,(วัด - NOUN),(เป็น - VERB),0
(วัด - NOUN),(ใหญ่ - ADJ),0,(เมือง - NOUN),(ที่สุด - ADV),27,(ชาว - NOUN),(ความเคารพ - VERB),2
(ขนาด - NOUN),(ใหญ่ - ADJ),0,(เมือง - NOUN),(ด้วย - ADV),31,(ชาว - NOUN),(เป็น - VERB),8
(วัด - NOUN),(พิเศษ - ADJ),0,(ศาสนา - NOUN),(อย่างยิ่ง - ADV),0,(ภูเก็ต - NOUN),(ความเคารพ - VERB),1
(วัด - NOUN),(สวยงาม - ADJ),2,(ศาสนา - NOUN),(ที่สุด - ADV),24,(ภูเก็ต - NOUN),(เป็น - VERB),7
(สวน - NOUN),(สวย - ADJ),0,(ศาสนา - NOUN),(ด้วย - ADV),28,(สถานะ - NOUN),(เป็น - VERB),3
(วัด - NOUN),(หลัก - ADJ),0,(วัด - NOUN),(ที่สุด - ADV),17,(พระ - NOUN),(เป็น - VERB),2
(รูปร่าง - NOUN),(น่าสนใจ - ADJ),3,(วัด - NOUN),(ด้วย - ADV),21,(ของวัด - NOUN),(เป็น - VERB),1
(อาคาร - NOUN),(น่าสนใจ - ADJ),1,(พระราชวัง - NOUN),(ที่สุด - ADV),15,(จุด - NOUN),(ทัวร์ - VERB),3
(ร้านค้า - NOUN),(มากมาย - ADJ),0,(พระราชวัง - NOUN),(ด้วย - ADV),19,(จุด - NOUN),(ดี - VERB),5
(ร้านค้า - NOUN),(ใกล้เคียง - ADJ),3,(พระพุทธรูป - NOUN),(ที่สุด - ADV),5,(การ - NOUN),(ทัวร์ - VERB),0
(บริเวณ - NOUN),(ใกล้เคียง - ADJ),0,(พระพุทธรูป - NOUN),(ด้วย - ADV),9,(การ - NOUN),(ดี - VERB),2
(วัด - NOUN),(ทั้งหมด - ADJ),10,(ร่ม - NOUN),(ที่สุด - ADV),2,(วัด - NOUN),(งดงาม - VERB),1
(ตอนเย็น - NOUN),(ทั้งหมด - ADJ),7,(ร่ม - NOUN),(ด้วย - ADV),6,(วัด - NOUN),(พร้อม - VERB),3
(แสง - NOUN),(ทั้งหมด - ADJ),0,(ประเทศ - NOUN),(ด้วย - ADV),1,(วัด - NOUN),(ซับซ้อน - VERB),6
(ผู้คน - NOUN),(หนาแน่น - ADJ),0,(เอ - NOUN),(รอบๆ - ADV),11,(รายละเอียด - NOUN),(ซับซ้อน - VERB),1
(ที่จอดรถ - NOUN),(ใกล้เคียง - ADJ),2,(เวอ - NOUN),(รอบๆ - ADV),10,(คอมเพล็กซ์ - NOUN),(ดี - VERB),2
(บริเวณ - NOUN),(ใกล้เคียง - ADJ),0,(รี่ - NOUN),(รอบๆ - ADV),9,(คอมเพล็กซ์ - NOUN),(มี - VERB),4
(วัด - NOUN),(ใหญ่ - ADJ),3,(วัด - NOUN),(รอบๆ - ADV),8,(คอมเพล็กซ์ - NOUN),(ช็อป - VERB),9
(สามชั้น - NOUN),(ใหญ่ - ADJ),1,(จำนวน - NOUN),(รอบๆ - ADV),3,(คอมเพล็กซ์ - NOUN),(ขัดขวาง - VERB),15
(อาคาร - NOUN),(สูง - ADJ),7,(สวน - NOUN),(ดี - ADV),4,(แห่ง - NOUN),(ช็อป - VERB),2
(เจดีย์ - NOUN),(สูง - ADJ),0,(การ - NOUN),(ดี - ADV),2,(แห่ง - NOUN),(ขัดขวาง - VERB),8
(เสียง - NOUN),(ดัง - ADJ),0,(ครั้ง - NOUN),(ลง - ADV),7,(การ - NOUN),(ช็อป - VERB),0
(การ - NOUN),(เดียว - ADJ),2,(ครอบครัว - NOUN),(ลง - ADV),4,(การ - NOUN),(ขัดขวาง - VERB),6
(การ - NOUN),(ส่วนตัว - ADJ),7,(การ - NOUN),(ลง - ADV),2,(ปิ้ง - NOUN),(ขัดขวาง - VERB),4
(วัน - NOUN),(เดียว - ADJ),0,(วัด - NOUN),(เพียง - ADV),4,(สถานที่ - NOUN),(ขัดขวาง - VERB),2
(วัน - NOUN),(ส่วนตัว - ADJ),5,(วัด - NOUN),(เล็กน้อย - ADV),5,(วัด - NOUN),(ฉลอง - VERB),0
(คนขับ - NOUN),(ส่วนตัว - ADJ),0,(ความ - NOUN),(เพียง - ADV),1,(วัด - NOUN),(เป็น - VERB),1
(วัด - NOUN),(สวยงาม - ADJ),1,(ความ - NOUN),(เล็กน้อย - ADV),2,(วัด - NOUN),(ดี - VERB),4
(วัด - NOUN),(ส่วนใหญ่ - ADJ),13,(เวลา - NOUN),(ค่อนข้าง - ADV),14,(วัด - NOUN),(เยี่ยม - VERB),7
(การ - NOUN),(ส่วนใหญ่ - ADJ),8,(การ - NOUN),(ค่อนข้าง - ADV),10,(วัด - NOUN),(ชม - VERB),8
(คน - NOUN),(ส่วนใหญ่ - ADJ),0,(ตาราง - NOUN),(ค่อนข้าง - ADV),3,(วัด - NOUN),(ไป - VERB),11
(วัด - NOUN),(หลัก - ADJ),0,(ทัวร์ - NOUN),(ค่อนข้าง - ADV),2,(สถานที่ - NOUN),(ดี - VERB),1
(ภาพวาด - NOUN),(มากมาย - ADJ),0,(เวลา - NOUN),(ประมาณ - ADV),0,(สถานที่ - NOUN),(เยี่ยม - VERB),4
