noun,adj,distance,noun,adv,distance,noun,verb,distance
, , ,(คุณ - NOUN),(บาง - ADV),4,(รถ - NOUN),(ส่ง - VERB),1
, , ,(คุณ - NOUN),(ขึ้น - ADV),8,(รถ - NOUN),(ไป - VERB),2
, , ,(คุณ - NOUN),(บาง - ADV),0,(นาที - NOUN),(ประเมิน - VERB),2
, , ,(คุณ - NOUN),(ขึ้น - ADV),4,(รถ - NOUN),(รับ - VERB),0
, , ,(อย่าง - NOUN),(ขึ้น - ADV),2,(รถ - NOUN),(ส่ง - VERB),1
, , ,(ตอนเช้า - NOUN),(ทุก - ADV),8,(รถ - NOUN),(ไป - VERB),2
, , ,(ว่ายน้ำ - NOUN),(ทุก - ADV),7,(รถ - NOUN),(รับ - VERB),3
, , ,(คลื่น - NOUN),(ทุก - ADV),5,(รถ - NOUN),(กลับ - VERB),6
, , ,(สิ่ง - NOUN),(ทุก - ADV),1,(รถ - NOUN),(ไป - VERB),7
, , ,(สวนสาธารณะ - NOUN),(รอบๆ - ADV),2,(คุณ - NOUN),(กลับ - VERB),1
, , ,(เตียง - NOUN),(ค่อนข้าง - ADV),1,(คุณ - NOUN),(ไป - VERB),2
, , ,(เตียง - NOUN),(มาก - ADV),2,(เวลา - NOUN),(กำหนด - VERB),1
, , ,(อาบแดด - NOUN),(ค่อนข้าง - ADV),0,(เวลา - NOUN),(ส่ง - VERB),4
, , ,(อาบแดด - NOUN),(มาก - ADV),1,(เวลา - NOUN),(รับ - VERB),6
, , ,(กิจกรรม - NOUN),(มากมาย - ADV),2,(การ - NOUN),(ส่ง - VERB),0
, , ,(ค่าใช้จ่าย - NOUN),(กี่ - ADV),1,(การ - NOUN),(รับ - VERB),2
, , ,(ชายหาด - NOUN),(มาก - ADV),6,(ผ้าขนหนู - NOUN),(มา - VERB),0
, , ,(หาดทราย - NOUN),(มาก - ADV),2,(ชายหาด - NOUN),(มี - VERB),1
, , ,(คลื่น - NOUN),(ขึ้น - ADV),2,(เครื่องดื่ม - NOUN),(ไป - VERB),1
, , ,(คลื่น - NOUN),(ลง - ADV),4,(เครื่องดื่ม - NOUN),(ถึง - VERB),3
, , ,(คลื่น - NOUN),(ทั้ง - ADV),5,(เครื่องดื่ม - NOUN),(ปรุง - VERB),8
, , ,(เวลา - NOUN),(เพียง - ADV),0,(เครื่องดื่ม - NOUN),(เสิร์ฟ - VERB),10
, , ,(คุณ - NOUN),(ที่นั่น - ADV),2,(น้ำมะพร้าว - NOUN),(ไป - VERB),0
, , ,(คุณ - NOUN),(ได้ - ADV),5,(น้ำมะพร้าว - NOUN),(ถึง - VERB),2
, , ,(คุณ - NOUN),(นาน - ADV),6,(น้ำมะพร้าว - NOUN),(ปรุง - VERB),7
, , ,(เครื่องดื่ม - NOUN),(เช่นกัน - ADV),3,(น้ำมะพร้าว - NOUN),(เสิร์ฟ - VERB),9
, , ,(ผลไม้ - NOUN),(เช่นกัน - ADV),1,(อาหาร - NOUN),(ปรุง - VERB),3
, , ,(ตัวเลือก - NOUN),(ไว้ - ADV),12,(อาหาร - NOUN),(เสิร์ฟ - VERB),5
, , ,(คุณ - NOUN),(ไว้ - ADV),10,(จาน - NOUN),(ปรุง - VERB),2
, , ,(เสื่อ - NOUN),(ไว้ - ADV),7,(จาน - NOUN),(เสิร์ฟ - VERB),4
, , ,(คุณ - NOUN),(ไว้ - ADV),5,(โรตี - NOUN),(แพนเค้ก - VERB),0
, , ,(พื้นที่ - NOUN),(ไว้ - ADV),1,(คุณ - NOUN),(เดิน - VERB),0
, , ,(คุณ - NOUN),(แล้ว - ADV),7,(คุณ - NOUN),(สวมใส่ - VERB),3
, , ,(คุณ - NOUN),(ได้ - ADV),9,(คุณ - NOUN),(ช็อป - VERB),5
, , ,(เครื่องดื่ม - NOUN),(แล้ว - ADV),4,(คุณ - NOUN),(ปิ้ง - VERB),6
, , ,(เครื่องดื่ม - NOUN),(ได้ - ADV),6,(คุณ - NOUN),(ผ่าน - VERB),9
, , ,(อาหาร - NOUN),(แล้ว - ADV),2,(คุณ - NOUN),(เริ่ม - VERB),16
, , ,(อาหาร - NOUN),(ได้ - ADV),4,(คุณ - NOUN),(ตั้ง - VERB),17
, , ,(ข้างนอก - NOUN),(แล้ว - ADV),0,(ย่าน - NOUN),(ช็อป - VERB),0
, , ,(ข้างนอก - NOUN),(ได้ - ADV),2,(ย่าน - NOUN),(ปิ้ง - VERB),1
, , ,(ประสบการณ์ - NOUN),(ที่สุด - ADV),2,(ย่าน - NOUN),(ผ่าน - VERB),4
, , ,(การจราจร - NOUN),(มาก - ADV),6,(ย่าน - NOUN),(เริ่ม - VERB),11
, , ,(ความสำคัญ - NOUN),(มาก - ADV),4,(ย่าน - NOUN),(ตั้ง - VERB),12
, , ,(รถยนต์ - NOUN),(มาก - ADV),2,(คุณ - NOUN),(ผ่าน - VERB),1
, , ,(จักรยาน - NOUN),(มาก - ADV),0,(คุณ - NOUN),(เริ่ม - VERB),8
, , ,(สถานที่ - NOUN),(กว่า - ADV),2,(คุณ - NOUN),(ตั้ง - VERB),9
, , ,(โรงแรม - NOUN),(กี่ - ADV),3,(ตลาด - NOUN),(เริ่ม - VERB),5
, , ,(โรงแรม - NOUN),(ใกล้ - ADV),14,(ตลาด - NOUN),(ตั้ง - VERB),6
, , ,(รีสอร์ท - NOUN),(กี่ - ADV),1,(อาหาร - NOUN),(เริ่ม - VERB),4
, , ,(รีสอร์ท - NOUN),(ใกล้ - ADV),12,(อาหาร - NOUN),(ตั้ง - VERB),5
, , ,(แห่ง - NOUN),(ใกล้ - ADV),9,(บริการ - NOUN),(นวด - VERB),0
, , ,(บริเวณ - NOUN),(ใกล้ - ADV),7,(บริการ - NOUN),(ชายหาด - VERB),2
, , ,(ถนน - NOUN),(ใกล้ - ADV),4,(ชื่อเสียง - NOUN),(พบ - VERB),8
, , ,(คน - NOUN),(ใกล้ - ADV),3,(ชื่อเสียง - NOUN),(แออัด - VERB),12
, , ,(คุณ - NOUN),(ได้ - ADV),5,(หมู่ - NOUN),(พบ - VERB),5
, , ,(คุณ - NOUN),(เช่นกัน - ADV),6,(หมู่ - NOUN),(แออัด - VERB),9
, , ,(ตอนเย็น - NOUN),(ได้ - ADV),1,(นักท่องเที่ยว - NOUN),(พบ - VERB),4
, , ,(ตอนเย็น - NOUN),(เช่นกัน - ADV),2,(นักท่องเที่ยว - NOUN),(แออัด - VERB),8
, , ,(สถานที่ - NOUN),(ตลอด - ADV),10,(คุณ - NOUN),(พบ - VERB),2
, , ,(สถานที่ - NOUN),(ทั้ง - ADV),11,(คุณ - NOUN),(แออัด - VERB),6
, , ,(สถานที่ - NOUN),(ทุก - ADV),17,(ชายหาด - NOUN),(แออัด - VERB),1
, , ,(สถานที่ - NOUN),(ลง - ADV),31,(คุณ - NOUN),(มองหา - VERB),1
, , ,(ชายหาด - NOUN),(ตลอด - ADV),7,(คุณ - NOUN),(สงบ - VERB),3
, , ,(ชายหาด - NOUN),(ทั้ง - ADV),8,(คุณ - NOUN),(ไม่ใช่ - VERB),8
, , ,(ชายหาด - NOUN),(ทุก - ADV),14,(ความ - NOUN),(สงบ - VERB),0
, , ,(ชายหาด - NOUN),(ลง - ADV),28,(ความ - NOUN),(ไม่ใช่ - VERB),5
, , ,(คุณ - NOUN),(ตลอด - ADV),4,(เวลา - NOUN),(ไม่ใช่ - VERB),2
, , ,(คุณ - NOUN),(ทั้ง - ADV),5,(คุณ - NOUN),(มี - VERB),0
, , ,(คุณ - NOUN),(ทุก - ADV),11,(คุณ - NOUN),(เจ็ทสกี - VERB),7
, , ,(คุณ - NOUN),(ลง - ADV),25,(คุณ - NOUN),(คือ - VERB),12
, , ,(วัน - NOUN),(ทุก - ADV),4,(คุณ - NOUN),(เป็น - VERB),16
, , ,(วัน - NOUN),(ลง - ADV),18,(ความสนใจ - NOUN),(เจ็ทสกี - VERB),5
, , ,(ทั้งคืน - NOUN),(ทุก - ADV),3,(ความสนใจ - NOUN),(คือ - VERB),10
, , ,(ทั้งคืน - NOUN),(ลง - ADV),17,(ความสนใจ - NOUN),(เป็น - VERB),14
, , ,(กีฬา - NOUN),(ทุก - ADV),2,(กีฬา - NOUN),(เจ็ทสกี - VERB),3
, , ,(กีฬา - NOUN),(ลง - ADV),16,(กีฬา - NOUN),(คือ - VERB),8
, , ,(น้ำ - NOUN),(ทุก - ADV),0,(กีฬา - NOUN),(เป็น - VERB),12
, , ,(น้ำ - NOUN),(ลง - ADV),14,(น้ำ - NOUN),(เจ็ทสกี - VERB),1
, , ,(ชนิด - NOUN),(ลง - ADV),12,(น้ำ - NOUN),(คือ - VERB),6
, , ,(คุณ - NOUN),(ลง - ADV),8,(น้ำ - NOUN),(เป็น - VERB),10
, , ,(ที่ - NOUN),(ลง - ADV),4,(พารา - NOUN),(คือ - VERB),2
, , ,(สถานบันเทิง - NOUN),(ขึ้น - ADV),4,(พารา - NOUN),(เป็น - VERB),6
, , ,(สถานบันเทิง - NOUN),(มากมาย - ADV),10,(ร่อน - NOUN),(คือ - VERB),1
, , ,(ยาม - NOUN),(ขึ้น - ADV),3,(ร่อน - NOUN),(เป็น - VERB),5
, , ,(ยาม - NOUN),(มากมาย - ADV),9,(สถานที่ - NOUN),(เป็น - VERB),2
, , ,(ค่ำคืน - NOUN),(ขึ้น - ADV),2,(ชายหาด - NOUN),(มี - VERB),2
, , ,(ค่ำคืน - NOUN),(มากมาย - ADV),8,(ชายหาด - NOUN),(สวยงาม - VERB),1
, , ,(คุณ - NOUN),(มากมาย - ADV),3,(ชายหาด - NOUN),(พร้อม - VERB),2
, , ,(กิจกรรม - NOUN),(มากมาย - ADV),0,(ชายหาด - NOUN),(ยอดเยี่ยม - VERB),5
, , ,, , ,(น้ำ - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(การ - NOUN),(ต่อรอง - VERB),0
, , ,, , ,(การ - NOUN),(สนใจ - VERB),4
, , ,, , ,(การ - NOUN),[(มี - VERB),18
, , ,, , ,(การ - NOUN),(กิน - VERB),20
, , ,, , ,(การ - NOUN),(เดิน - VERB),25
, , ,, , ,(การ - NOUN),(ลืม - VERB),28
, , ,, , ,(การ - NOUN),(สวม - VERB),29
, , ,, , ,(คุณ - NOUN),(สนใจ - VERB),0
, , ,, , ,(คุณ - NOUN),[(มี - VERB),14
, , ,, , ,(คุณ - NOUN),(กิน - VERB),16
, , ,, , ,(คุณ - NOUN),(เดิน - VERB),21
, , ,, , ,(คุณ - NOUN),(ลืม - VERB),24
, , ,, , ,(คุณ - NOUN),(สวม - VERB),25
, , ,, , ,(กีฬา - NOUN),[(มี - VERB),12
, , ,, , ,(กีฬา - NOUN),(กิน - VERB),14
, , ,, , ,(กีฬา - NOUN),(เดิน - VERB),19
, , ,, , ,(กีฬา - NOUN),(ลืม - VERB),22
, , ,, , ,(กีฬา - NOUN),(สวม - VERB),23
, , ,, , ,(น้ำ - NOUN),[(มี - VERB),10
, , ,, , ,(น้ำ - NOUN),(กิน - VERB),12
, , ,, , ,(น้ำ - NOUN),(เดิน - VERB),17
, , ,, , ,(น้ำ - NOUN),(ลืม - VERB),20
, , ,, , ,(น้ำ - NOUN),(สวม - VERB),21
, , ,, , ,(ราคา - NOUN),[(มี - VERB),9
, , ,, , ,(ราคา - NOUN),(กิน - VERB),11
, , ,, , ,(ราคา - NOUN),(เดิน - VERB),16
, , ,, , ,(ราคา - NOUN),(ลืม - VERB),19
, , ,, , ,(ราคา - NOUN),(สวม - VERB),20
, , ,, , ,(เท่า - NOUN),[(มี - VERB),4
, , ,, , ,(เท่า - NOUN),(กิน - VERB),6
, , ,, , ,(เท่า - NOUN),(เดิน - VERB),11
, , ,, , ,(เท่า - NOUN),(ลืม - VERB),14
, , ,, , ,(เท่า - NOUN),(สวม - VERB),15
, , ,, , ,(ราคา - NOUN),[(มี - VERB),2
, , ,, , ,(ราคา - NOUN),(กิน - VERB),4
, , ,, , ,(ราคา - NOUN),(เดิน - VERB),9
, , ,, , ,(ราคา - NOUN),(ลืม - VERB),12
, , ,, , ,(ราคา - NOUN),(สวม - VERB),13
, , ,, , ,(สถานที่ - NOUN),(กิน - VERB),0
, , ,, , ,(สถานที่ - NOUN),(เดิน - VERB),5
, , ,, , ,(สถานที่ - NOUN),(ลืม - VERB),8
, , ,, , ,(สถานที่ - NOUN),(สวม - VERB),9
, , ,, , ,(ระยะ - NOUN),(เดิน - VERB),1
, , ,, , ,(ระยะ - NOUN),(ลืม - VERB),4
, , ,, , ,(ระยะ - NOUN),(สวม - VERB),5
, , ,, , ,(แดด - NOUN),(จัด - VERB),0
, , ,, , ,(ชายหาด - NOUN),(สวยงาม - VERB),5
, , ,, , ,(วิว - NOUN),(สวยงาม - VERB),1
, , ,, , ,(คุณ - NOUN),(เพลิดเพลิน - VERB),1
, , ,, , ,(คุณ - NOUN),(ไป - VERB),2
, , ,, , ,(คุณ - NOUN),(พักผ่อน - VERB),5
, , ,, , ,(การ - NOUN),(พักผ่อน - VERB),0
, , ,, , ,(ชายหาด - NOUN),(ดี - VERB),1
, , ,, , ,(ชายหาด - NOUN),(เกิด - VERB),4
, , ,, , ,(สถานที่ - NOUN),(เต็มไปด้วย - VERB),2
, , ,, , ,(แห่ง - NOUN),(เต็มไปด้วย - VERB),1
, , ,, , ,(สถานที่ - NOUN),(เหมาะ - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ใช้ - VERB),4
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),9
, , ,, , ,(การ - NOUN),(ใช้ - VERB),0
, , ,, , ,(การ - NOUN),(มี - VERB),5
, , ,, , ,(เวลา - NOUN),(มี - VERB),3
, , ,, , ,(ตอนเย็น - NOUN),(มี - VERB),1
, , ,, , ,(ชายหาด - NOUN),(สะอาด - VERB),0
, , ,, , ,(ชายหาด - NOUN),(มี - VERB),2
, , ,, , ,(ชายหาด - NOUN),(ซื้อ - VERB),7
, , ,, , ,(ชายหาด - NOUN),(ใกล้ - VERB),11
, , ,, , ,(ชายหาด - NOUN),(มี - VERB),17
, , ,, , ,(ชายหาด - NOUN),(เป็น - VERB),23
, , ,, , ,(ชายหาด - NOUN),(เป็น - VERB),32
, , ,, , ,(ชายหาด - NOUN),(ดี - VERB),35
, , ,, , ,(อย่าง - NOUN),(ซื้อ - VERB),2
, , ,, , ,(อย่าง - NOUN),(ใกล้ - VERB),6
, , ,, , ,(อย่าง - NOUN),(มี - VERB),12
, , ,, , ,(อย่าง - NOUN),(เป็น - VERB),18
, , ,, , ,(อย่าง - NOUN),(เป็น - VERB),27
, , ,, , ,(อย่าง - NOUN),(ดี - VERB),30
, , ,, , ,(ชายหาด - NOUN),(ใกล้ - VERB),1
, , ,, , ,(ชายหาด - NOUN),(มี - VERB),7
, , ,, , ,(ชายหาด - NOUN),(เป็น - VERB),13
, , ,, , ,(ชายหาด - NOUN),(เป็น - VERB),22
, , ,, , ,(ชายหาด - NOUN),(ดี - VERB),25
, , ,, , ,(กีฬา - NOUN),(มี - VERB),3
, , ,, , ,(กีฬา - NOUN),(เป็น - VERB),9
, , ,, , ,(กีฬา - NOUN),(เป็น - VERB),18
, , ,, , ,(กีฬา - NOUN),(ดี - VERB),21
, , ,, , ,(น้ำ - NOUN),(มี - VERB),1
, , ,, , ,(น้ำ - NOUN),(เป็น - VERB),7
, , ,, , ,(น้ำ - NOUN),(เป็น - VERB),16
, , ,, , ,(น้ำ - NOUN),(ดี - VERB),19
, , ,, , ,(ขนาด - NOUN),(เป็น - VERB),4
, , ,, , ,(ขนาด - NOUN),(เป็น - VERB),13
, , ,, , ,(ขนาด - NOUN),(ดี - VERB),16
, , ,, , ,(กิโลเมตร - NOUN),(เป็น - VERB),1
, , ,, , ,(กิโลเมตร - NOUN),(เป็น - VERB),10
, , ,, , ,(กิโลเมตร - NOUN),(ดี - VERB),13
, , ,, , ,(มิตร - NOUN),(เป็น - VERB),7
, , ,, , ,(มิตร - NOUN),(ดี - VERB),10
, , ,, , ,(น้ำขึ้น - NOUN),(เป็น - VERB),5
, , ,, , ,(น้ำขึ้น - NOUN),(ดี - VERB),8
, , ,, , ,(น้ำลง - NOUN),(เป็น - VERB),4
, , ,, , ,(น้ำลง - NOUN),(ดี - VERB),7
, , ,, , ,(ช่วง - NOUN),(เป็น - VERB),1
, , ,, , ,(ช่วง - NOUN),(ดี - VERB),4
, , ,, , ,(น้ำลง - NOUN),(เป็น - VERB),0
, , ,, , ,(น้ำลง - NOUN),(ดี - VERB),3
, , ,, , ,(ชายหาด - NOUN),(ดี - VERB),1
, , ,, , ,(ที่ - NOUN),(อาบน้ำ - VERB),0
, , ,, , ,(ไม่ใช่ - NOUN),(สะอาด - VERB),2
, , ,, , ,(ไม่ใช่ - NOUN),(ดี - VERB),4
, , ,, , ,(ชายหาด - NOUN),(สะอาด - VERB),1
, , ,, , ,(ชายหาด - NOUN),(ดี - VERB),3
, , ,, , ,(หาด - NOUN),(กะ - VERB),0
, , ,, , ,(หาด - NOUN),(กะ - VERB),2
, , ,, , ,(ตะ - NOUN),(กะ - VERB),0
, , ,, , ,(ชายหาด - NOUN),(มี - VERB),1
, , ,, , ,(ชายหาด - NOUN),(ตั้ง - VERB),3
, , ,, , ,(ชายหาด - NOUN),(อยู่ - VERB),4
, , ,, , ,(ชายหาด - NOUN),(เกิด - VERB),13
, , ,, , ,(ชีวิตชีวา - NOUN),(ตั้ง - VERB),0
, , ,, , ,(ชีวิตชีวา - NOUN),(อยู่ - VERB),1
, , ,, , ,(ชีวิตชีวา - NOUN),(เกิด - VERB),10
, , ,, , ,(สถานบันเทิง - NOUN),(เกิด - VERB),5
, , ,, , ,(ยาม - NOUN),(เกิด - VERB),4
, , ,, , ,(ค่ำคืน - NOUN),(เกิด - VERB),3
, , ,, , ,(สถานที่ - NOUN),(เกิด - VERB),1
, , ,, , ,(ชายหาด - NOUN),(ทำ - VERB),1
, , ,, , ,(ชายหาด - NOUN),(สบาย - VERB),4
, , ,, , ,(ชายหาด - NOUN),(ไป - VERB),9
, , ,, , ,(ชายหาด - NOUN),(ช้อป - VERB),10
, , ,, , ,(ชายหาด - NOUN),(ปิ้ง - VERB),11
, , ,, , ,(ชายหาด - NOUN),(ปาร์ตี้ - VERB),13
, , ,, , ,(ใจ - NOUN),(สบาย - VERB),1
, , ,, , ,(ใจ - NOUN),(ไป - VERB),6
, , ,, , ,(ใจ - NOUN),(ช้อป - VERB),7
, , ,, , ,(ใจ - NOUN),(ปิ้ง - VERB),8
, , ,, , ,(ใจ - NOUN),(ปาร์ตี้ - VERB),10
, , ,, , ,(คุณ - NOUN),(ไป - VERB),1
, , ,, , ,(คุณ - NOUN),(ช้อป - VERB),2
, , ,, , ,(คุณ - NOUN),(ปิ้ง - VERB),3
, , ,, , ,(คุณ - NOUN),(ปาร์ตี้ - VERB),5
, , ,, , ,(ชายหาด - NOUN),(สวยงาม - VERB),1
, , ,, , ,(ความ - NOUN),(นิยม - VERB),0
, , ,, , ,(ความ - NOUN),(ตาม - VERB),1
, , ,, , ,(ความ - NOUN),(คาด - VERB),3
, , ,, , ,(ความ - NOUN),(ไป - VERB),6
, , ,, , ,(ความ - NOUN),(สะดวก - VERB),11
, , ,, , ,(ความ - NOUN),(จ้าง - VERB),18
, , ,, , ,(ความ - NOUN),(ดี - VERB),27
, , ,, , ,(คุณ - NOUN),(สะดวก - VERB),1
, , ,, , ,(คุณ - NOUN),(จ้าง - VERB),8
, , ,, , ,(คุณ - NOUN),(ดี - VERB),17
, , ,, , ,(บาท - NOUN),(จ้าง - VERB),2
, , ,, , ,(บาท - NOUN),(ดี - VERB),11
, , ,, , ,(การ - NOUN),(จ้าง - VERB),0
, , ,, , ,(การ - NOUN),(ดี - VERB),9
, , ,, , ,(เก้าอี้ - NOUN),(ดี - VERB),7
, , ,, , ,(ตัว - NOUN),(ดี - VERB),5
, , ,, , ,(ร่ม - NOUN),(ดี - VERB),3
, , ,, , ,(ราคา - NOUN),(เหมาะสม - VERB),2
, , ,, , ,(อาหาร - NOUN),(เหมาะสม - VERB),1
, , ,, , ,(ทำเล - NOUN),(ตั้ง - VERB),1
, , ,, , ,(ขา - NOUN),(ทำลาย - VERB),3
, , ,, , ,(ผู้คน - NOUN),(รบกวน - VERB),2
, , ,, , ,(ผู้คน - NOUN),(พยายาม - VERB),5
, , ,, , ,(ผู้คน - NOUN),(ขาย - VERB),6
, , ,, , ,(ผู้คน - NOUN),(ดี - VERB),11
, , ,, , ,(คุณ - NOUN),(พยายาม - VERB),1
, , ,, , ,(คุณ - NOUN),(ขาย - VERB),2
, , ,, , ,(คุณ - NOUN),(ดี - VERB),7
, , ,, , ,(คุณ - NOUN),(ดี - VERB),3
, , ,, , ,(อย่าง - NOUN),(ดี - VERB),1
, , ,, , ,(ชายหาด - NOUN),(สะอาด - VERB),1
, , ,, , ,(ตอนเช้า - NOUN),(เงียบสงบ - VERB),4
, , ,, , ,(ตอนเช้า - NOUN),(เป็น - VERB),5
, , ,, , ,(ตอนเช้า - NOUN),(ต้องการ - VERB),10
, , ,, , ,(ว่ายน้ำ - NOUN),(เงียบสงบ - VERB),3
, , ,, , ,(ว่ายน้ำ - NOUN),(เป็น - VERB),4
, , ,, , ,(ว่ายน้ำ - NOUN),(ต้องการ - VERB),9
, , ,, , ,(คลื่น - NOUN),(เงียบสงบ - VERB),1
, , ,, , ,(คลื่น - NOUN),(เป็น - VERB),2
, , ,, , ,(คลื่น - NOUN),(ต้องการ - VERB),7
, , ,, , ,(สิ่ง - NOUN),(ต้องการ - VERB),3
, , ,, , ,(คน - NOUN),(ต้องการ - VERB),0
, , ,, , ,(สวนสาธารณะ - NOUN),(น่ารัก - VERB),1
, , ,, , ,(ชายหาด - NOUN),(สวยงาม - VERB),1
, , ,, , ,(ผ้าขนหนู - NOUN),(เพลิดเพลิน - VERB),2
, , ,, , ,(ชายหาด - NOUN),(เพลิดเพลิน - VERB),1
, , ,, , ,(วัน - NOUN),(มี - VERB),0
, , ,, , ,(วัน - NOUN),(พยายาม - VERB),3
, , ,, , ,(ชาวบ้าน - NOUN),(พยายาม - VERB),1
, , ,, , ,(กิจกรรม - NOUN),(นำเสนอ - VERB),1
, , ,, , ,(บล็อก - NOUN),(อยู่ - VERB),1
, , ,, , ,(ห้องน้ำ - NOUN),(อยู่ - VERB),0
, , ,, , ,(ค่าใช้จ่าย - NOUN),(ใช้งาน - VERB),5
, , ,, , ,(บาท - NOUN),(ใช้งาน - VERB),2
, , ,, , ,(การ - NOUN),(ใช้งาน - VERB),0
, , ,, , ,(คุณ - NOUN),(เห็น - VERB),0
, , ,, , ,(คุณ - NOUN),(เรียกว่า - VERB),3
, , ,, , ,(คุณ - NOUN),(พยายาม - VERB),5
, , ,, , ,(คุณ - NOUN),(พา - VERB),6
, , ,, , ,(คุณ - NOUN),(ไป - VERB),8
, , ,, , ,(คุณ - NOUN),(ซื้อ - VERB),9
, , ,, , ,(คุณ - NOUN),(การท่องเที่ยว - VERB),11
, , ,, , ,(คุณ - NOUN),(แนะนำ - VERB),13
, , ,, , ,(ไมค์ - NOUN),(เรียกว่า - VERB),1
, , ,, , ,(ไมค์ - NOUN),(พยายาม - VERB),3
, , ,, , ,(ไมค์ - NOUN),(พา - VERB),4
, , ,, , ,(ไมค์ - NOUN),(ไป - VERB),6
, , ,, , ,(ไมค์ - NOUN),(ซื้อ - VERB),7
, , ,, , ,(ไมค์ - NOUN),(การท่องเที่ยว - VERB),9
, , ,, , ,(ไมค์ - NOUN),(แนะนำ - VERB),11
, , ,, , ,(ท้องถิ่น - NOUN),(พยายาม - VERB),0
, , ,, , ,(ท้องถิ่น - NOUN),(พา - VERB),1
, , ,, , ,(ท้องถิ่น - NOUN),(ไป - VERB),3
, , ,, , ,(ท้องถิ่น - NOUN),(ซื้อ - VERB),4
, , ,, , ,(ท้องถิ่น - NOUN),(การท่องเที่ยว - VERB),6
, , ,, , ,(ท้องถิ่น - NOUN),(แนะนำ - VERB),8
, , ,, , ,(คุณ - NOUN),(ไป - VERB),0
, , ,, , ,(คุณ - NOUN),(ซื้อ - VERB),1
, , ,, , ,(คุณ - NOUN),(การท่องเที่ยว - VERB),3
, , ,, , ,(คุณ - NOUN),(แนะนำ - VERB),5
, , ,, , ,(แพ็คเกจ - NOUN),(การท่องเที่ยว - VERB),0
, , ,, , ,(แพ็คเกจ - NOUN),(แนะนำ - VERB),2
, , ,, , ,(ประสบการณ์ - NOUN),(ดี - VERB),1
, , ,, , ,(ประสบการณ์ - NOUN),(เหมาะ - VERB),6
, , ,, , ,(ประสบการณ์ - NOUN),(พักผ่อน - VERB),9
, , ,, , ,(ชายหาด - NOUN),(เหมาะ - VERB),3
, , ,, , ,(ชายหาด - NOUN),(พักผ่อน - VERB),6
, , ,, , ,(การ - NOUN),(พักผ่อน - VERB),0
, , ,, , ,(ผู้ขาย - NOUN),(เป็น - VERB),2
, , ,, , ,(ผู้ขาย - NOUN),(อนุญาต - VERB),8
, , ,, , ,(ผู้ขาย - NOUN),(ให้ - VERB),9
, , ,, , ,(ผู้ขาย - NOUN),(ชายหาด - VERB),12
, , ,, , ,(ผู้ขาย - NOUN),(น่ากลัว - VERB),14
, , ,, , ,(ท้องถิ่น - NOUN),(เป็น - VERB),0
, , ,, , ,(ท้องถิ่น - NOUN),(อนุญาต - VERB),6
, , ,, , ,(ท้องถิ่น - NOUN),(ให้ - VERB),7
, , ,, , ,(ท้องถิ่น - NOUN),(ชายหาด - VERB),10
, , ,, , ,(ท้องถิ่น - NOUN),(น่ากลัว - VERB),12
, , ,, , ,(นักพูด - NOUN),(อนุญาต - VERB),4
, , ,, , ,(นักพูด - NOUN),(ให้ - VERB),5
, , ,, , ,(นักพูด - NOUN),(ชายหาด - VERB),8
, , ,, , ,(นักพูด - NOUN),(น่ากลัว - VERB),10
, , ,, , ,(สูบบุหรี่ - NOUN),(ชายหาด - VERB),1
, , ,, , ,(สูบบุหรี่ - NOUN),(น่ากลัว - VERB),3
, , ,, , ,(ช่วงเวลา - NOUN),(ดี - VERB),1
, , ,, , ,(ชายหาด - NOUN),(สะอาด - VERB),1
, , ,, , ,(ชายหาด - NOUN),(พร้อม - VERB),2
, , ,, , ,(ชายหาด - NOUN),(สวยงาม - VERB),5
, , ,, , ,(หาดทราย - NOUN),(สวยงาม - VERB),1
, , ,, , ,(คลื่น - NOUN),(ชายหาด - VERB),1
, , ,, , ,(คลื่น - NOUN),(ประสบการณ์ - VERB),8
, , ,, , ,(คลื่น - NOUN),(ว่ายน้ำ - VERB),10
, , ,, , ,(คลื่น - NOUN),(ยอดเยี่ยม - VERB),12
, , ,, , ,(วัน - NOUN),(ประสบการณ์ - VERB),1
, , ,, , ,(วัน - NOUN),(ว่ายน้ำ - VERB),3
, , ,, , ,(วัน - NOUN),(ยอดเยี่ยม - VERB),5
, , ,, , ,(การ - NOUN),(ว่ายน้ำ - VERB),0
, , ,, , ,(การ - NOUN),(ยอดเยี่ยม - VERB),2
, , ,, , ,(คุณ - NOUN),(นั่ง - VERB),1
, , ,, , ,(คุณ - NOUN),(ผ่อนคลาย - VERB),4
, , ,, , ,(คุณ - NOUN),(ต้องการ - VERB),9
, , ,, , ,(คุณ - NOUN),(ต้องการ - VERB),0
, , ,, , ,(เครื่องดื่ม - NOUN),(ที่นั่น - VERB),2
, , ,, , ,(ผลไม้ - NOUN),(ที่นั่น - VERB),0
, , ,, , ,(ตัวเลือก - NOUN),(ซื้อ - VERB),3
, , ,, , ,(ตัวเลือก - NOUN),(มี - VERB),9
, , ,, , ,(ตัวเลือก - NOUN),(กำหนด - VERB),11
, , ,, , ,(คุณ - NOUN),(ซื้อ - VERB),1
, , ,, , ,(คุณ - NOUN),(มี - VERB),7
