noun,adj,distance,noun,adv,distance,noun,verb,distance
(จำนวน - NOUN),(มาก - ADJ),0,(ถนน - NOUN),(บาง - ADV),26,(ผู้ดูแล - NOUN),(เปลี่ยน - VERB),1
(จุด - NOUN),(บริสุทธิ์ - ADJ),15,(จุด - NOUN),(บาง - ADV),21,(ผู้ดูแล - NOUN),(ถูกต้อง - VERB),5
(แวะ - NOUN),(บริสุทธิ์ - ADJ),14,(กังหันลม - NOUN),(บาง - ADV),20,(ผู้ดูแล - NOUN),(ผิด - VERB),14
(พัก - NOUN),(บริสุทธิ์ - ADJ),13,(คุณ - NOUN),(บาง - ADV),17,(ระบบ - NOUN),(เปลี่ยน - VERB),0
(ภาพ - NOUN),(บริสุทธิ์ - ADJ),7,(สายลม - NOUN),(บาง - ADV),10,(ระบบ - NOUN),(ถูกต้อง - VERB),4
(ภาพ - NOUN),(บริสุทธิ์ - ADJ),4,(คุณ - NOUN),(บาง - ADV),7,(ระบบ - NOUN),(ผิด - VERB),13
(อากาศ - NOUN),(บริสุทธิ์ - ADJ),0,(พารา - NOUN),(บาง - ADV),3,(แผนที่ - NOUN),(ถูกต้อง - VERB),2
(ร้านอาหาร - NOUN),(ตรงข้าม - ADJ),1,(เซล - NOUN),(บาง - ADV),2,(แผนที่ - NOUN),(ผิด - VERB),11
(ฝั่ง - NOUN),(ตรงข้าม - ADJ),0,(มุมมอง - NOUN),(มาก - ADV),2,(สถานที่ - NOUN),(ถูกต้อง - VERB),1
(บริเวณ - NOUN),(ระมัดระวัง - ADJ),17,(ร้านอาหาร - NOUN),(มาก - ADV),2,(สถานที่ - NOUN),(ผิด - VERB),10
(ครอบครัว - NOUN),(ระมัดระวัง - ADJ),13,(คุณ - NOUN),(ที่นี่ - ADV),2,(นักท่องเที่ยว - NOUN),(ผิด - VERB),6
(รูปถ่าย - NOUN),(ระมัดระวัง - ADJ),11,(จุด - NOUN),(ที่สุด - ADV),4,(จำนวน - NOUN),(ผิด - VERB),5
(นาที - NOUN),(ระมัดระวัง - ADJ),1,(วิว - NOUN),(ที่สุด - ADV),2,(แผนที่ - NOUN),(ผิด - VERB),2
(คุณ - NOUN),(ส่วนตัว - ADJ),3,(บริเวณ - NOUN),(แต่ละ - ADV),1,(คุณ - NOUN),(ผิด - VERB),0
(จักรยาน - NOUN),(ส่วนตัว - ADJ),0,(วิว - NOUN),(มาก - ADV),3,(เยี่ยม - NOUN),(ชม - VERB),0
(คุ้มค่า - NOUN),(ด้านล่าง - ADJ),9,(ยอดเยี่ยม - NOUN),(มาก - ADV),2,(เยี่ยม - NOUN),(เริ่มต้น - VERB),6
(ความพยายาม - NOUN),(ด้านล่าง - ADJ),7,(มุมมอง - NOUN),(น่าทึ่ง - ADV),3,(เยี่ยม - NOUN),(ค้นหา - VERB),7
(การ - NOUN),(ด้านล่าง - ADJ),5,(นักท่องเที่ยว - NOUN),(รอบๆ - ADV),3,(เยี่ยม - NOUN),(สวยงาม - VERB),10
(เกาะ - NOUN),(ด้านล่าง - ADJ),1,(จำนวน - NOUN),(รอบๆ - ADV),2,(เยี่ยม - NOUN),(เพลิดเพลิน - VERB),14
(หิน - NOUN),(ด้านล่าง - ADJ),0,(จุด - NOUN),(กี่ - ADV),9,(สถานที่ - NOUN),(เริ่มต้น - VERB),4
(กลุ่ม - NOUN),(นัก - ADJ),0,(แวะ - NOUN),(กี่ - ADV),8,(สถานที่ - NOUN),(ค้นหา - VERB),5
(กลุ่ม - NOUN),(มาก - ADJ),5,(พัก - NOUN),(กี่ - ADV),7,(สถานที่ - NOUN),(สวยงาม - VERB),8
(ชาว - NOUN),(มาก - ADJ),2,(ภาพ - NOUN),(กี่ - ADV),1,(สถานที่ - NOUN),(เพลิดเพลิน - VERB),12
(จีน - NOUN),(มาก - ADJ),1,(แท็กซี่ - NOUN),(กว่า - ADV),3,(พระอาทิตย์ - NOUN),(เริ่มต้น - VERB),1
(จำนวน - NOUN),(มาก - ADJ),0,(บริเวณ - NOUN),(สุด - ADV),8,(พระอาทิตย์ - NOUN),(ค้นหา - VERB),2
(พระพุทธรูป - NOUN),(ใหญ่ - ADJ),1,(บริเวณ - NOUN),(ขึ้น - ADV),11,(พระอาทิตย์ - NOUN),(สวยงาม - VERB),5
(องค์ - NOUN),(ใหญ่ - ADJ),0,(ครอบครัว - NOUN),(สุด - ADV),4,(พระอาทิตย์ - NOUN),(เพลิดเพลิน - VERB),9
(พื้นที่ - NOUN),(โล่ง - ADJ),0,(ครอบครัว - NOUN),(ขึ้น - ADV),7,(ตกดิน - NOUN),(เริ่มต้น - VERB),0
(พื้นที่ - NOUN),(กว้าง - ADJ),1,(รูปถ่าย - NOUN),(สุด - ADV),2,(ตกดิน - NOUN),(ค้นหา - VERB),1
(ห้องน้ำ - NOUN),(ตรงข้าม - ADJ),2,(รูปถ่าย - NOUN),(ขึ้น - ADV),5,(ตกดิน - NOUN),(สวยงาม - VERB),4
(ฝั่ง - NOUN),(ตรงข้าม - ADJ),0,(น่าเศร้า - NOUN),(ขึ้น - ADV),3,(ตกดิน - NOUN),(เพลิดเพลิน - VERB),8
(วิหาร - NOUN),(มากมาย - ADJ),4,(น่าเศร้า - NOUN),(เล็กน้อย - ADV),4,(สถานที่ - NOUN),(สวยงาม - VERB),1
(รูปปั้น - NOUN),(มากมาย - ADJ),1,(น่าเศร้า - NOUN),(ได้ - ADV),10,(สถานที่ - NOUN),(เพลิดเพลิน - VERB),5
(ช้าง - NOUN),(มากมาย - ADJ),0,(เศษขยะ - NOUN),(ขึ้น - ADV),1,(ต้นมะพร้าว - NOUN),(เพลิดเพลิน - VERB),1
(ผู้คน - NOUN),(มากมาย - ADJ),0,(เศษขยะ - NOUN),(เล็กน้อย - ADV),2,(ความกังวล - NOUN),(มี - VERB),4
(วิว - NOUN),(กว้าง - ADJ),3,(เศษขยะ - NOUN),(ได้ - ADV),8,(ความกังวล - NOUN),(หาย - VERB),6
(วิว - NOUN),(กว้าง - ADJ),0,(ระเบียบ - NOUN),(เรียบร้อย - ADV),0,(ความกังวล - NOUN),(ไป - VERB),7
(วิ - NOUN),(สวยงาม - ADJ),5,(ลมทะเล - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(มี - VERB),1
(วทะ - NOUN),(สวยงาม - ADJ),4,(ลมทะเล - NOUN),(ทั้ง - ADV),5,(คุณ - NOUN),(หาย - VERB),3
(เล - NOUN),(สวยงาม - ADJ),3,(เกาะ - NOUN),(ทั้ง - ADV),0,(คุณ - NOUN),(ไป - VERB),4
(น่าตื่นตาตื่นใจ - NOUN),(สวยงาม - ADJ),1,(กลุ่ม - NOUN),(ที่นั่น - ADV),7,(สถานที่ - NOUN),(มี - VERB),0
(จักรยาน - NOUN),(สวย - ADJ),10,(ชาว - NOUN),(ที่นั่น - ADV),4,(สถานที่ - NOUN),(ชม - VERB),4
(คุณ - NOUN),(สวย - ADJ),6,(จีน - NOUN),(ที่นั่น - ADV),3,(สถานที่ - NOUN),(ตก - VERB),6
(ภูเก็ต - NOUN),(สวย - ADJ),3,(จำนวน - NOUN),(ที่นั่น - ADV),2,(สถานที่ - NOUN),(ยิ่งใหญ่ - VERB),8
(ภาคกลาง - NOUN),(สวย - ADJ),1,(ภาพถ่าย - NOUN),(ดี - ADV),4,(ชื่อเสียง - NOUN),(ชม - VERB),2
(ขับรถ - NOUN),(สวย - ADJ),0,(ภาพถ่าย - NOUN),(กว่า - ADV),5,(ชื่อเสียง - NOUN),(ตก - VERB),4
(คุณ - NOUN),(สุดท้าย - ADJ),7,(ทาง - NOUN),(สุด - ADV),1,(ชื่อเสียง - NOUN),(ยิ่งใหญ่ - VERB),6
(เส้นทาง - NOUN),(สุดท้าย - ADJ),4,(ใต้ - NOUN),(สุด - ADV),0,(การ - NOUN),(ชม - VERB),0
(จุด - NOUN),(สุดท้าย - ADJ),0,(มุมมอง - NOUN),(มาก - ADV),2,(การ - NOUN),(ตก - VERB),2
(พระอาทิตย์ - NOUN),(ไกล - ADJ),3,(การ - NOUN),(แน่นอน - ADV),4,(การ - NOUN),(ยิ่งใหญ่ - VERB),4
(ตกดิน - NOUN),(ไกล - ADJ),2,(สถานที่ - NOUN),(ที่สุด - ADV),2,(พระอาทิตย์ - NOUN),(ตก - VERB),0
(ระยะ - NOUN),(ไกล - ADJ),0,(เพดาน - NOUN),(ที่สุด - ADV),2,(พระอาทิตย์ - NOUN),(ยิ่งใหญ่ - VERB),2
(บรรยากาศ - NOUN),(สวยงาม - ADJ),2,(วิว - NOUN),(มาก - ADV),4,(ช่วง - NOUN),(เดินทาง - VERB),2
(ตอนค่ำ - NOUN),(สวยงาม - ADJ),1,(วิว - NOUN),(เงียบสงบ - ADV),6,(ช่วง - NOUN),(ดี - VERB),4
(นักท่องเที่ยว - NOUN),(มาก - ADJ),1,(วิว - NOUN),(มาก - ADV),1,(ระยะ - NOUN),(เดินทาง - VERB),1
(จำนวน - NOUN),(มาก - ADJ),0,(วิว - NOUN),(เงียบสงบ - ADV),3,(ระยะ - NOUN),(ดี - VERB),3
(ธุดงค์ - NOUN),(ง่าย - ADJ),0,(เวลา - NOUN),(ประมาณ - ADV),0,(การ - NOUN),(เดินทาง - VERB),0
(ธุดงค์ - NOUN),(สวยงาม - ADJ),2,(สถานที่ - NOUN),(มาก - ADV),2,(การ - NOUN),(ดี - VERB),2
(กำแพง - NOUN),(เล็ก - ADJ),4,(บางสิ่งบางอย่าง - NOUN),(พิเศษ - ADV),1,(นักท่องเที่ยว - NOUN),(มา - VERB),1
(ชายหาด - NOUN),(เล็ก - ADJ),0,(บางสิ่งบางอย่าง - NOUN),(สุด - ADV),8,(นักท่องเที่ยว - NOUN),(ที่นี่ - VERB),2
(จุด - NOUN),(เล็ก - ADJ),8,(การ - NOUN),(สุด - ADV),4,(นักท่องเที่ยว - NOUN),(ชม - VERB),4
(วิว - NOUN),(เล็ก - ADJ),6,(จุด - NOUN),(สุด - ADV),1,(นักท่องเที่ยว - NOUN),(เพลิดเพลิน - VERB),8
(เส้นทาง - NOUN),(เล็ก - ADJ),0,(วิธี - NOUN),(มาก - ADV),2,(นักท่องเที่ยว - NOUN),(สงบสุข - VERB),12
(นักท่องเที่ยว - NOUN),(มาก - ADJ),1,(จักรยาน - NOUN),(ที่นี่ - ADV),1,(ความ - NOUN),(เพลิดเพลิน - VERB),2
(นักท่องเที่ยว - NOUN),(เล็ก - ADJ),7,(เวลา - NOUN),(เก้า - ADV),2,(ความ - NOUN),(สงบสุข - VERB),6
(จำนวน - NOUN),(มาก - ADJ),0,(เวลา - NOUN),(ได้ - ADV),5,(ช่วงเวลา - NOUN),(สงบสุข - VERB),1
(จำนวน - NOUN),(เล็ก - ADJ),6,(เวลา - NOUN),(ง่ายดาย - ADV),7,(คุณ - NOUN),(ใช้ - VERB),1
(ร้านค้า - NOUN),(เล็ก - ADJ),0,(นาที - NOUN),(ได้ - ADV),0,(พรหม - NOUN),(สวยงาม - VERB),4
(ช่วง - NOUN),(สูง - ADJ),1,(นาที - NOUN),(ง่ายดาย - ADV),2,(พรหม - NOUN),(ลืม - VERB),7
(เที่ยง - NOUN),(สูง - ADJ),0,(บรรยากาศ - NOUN),(มาก - ADV),3,(เทพ - NOUN),(สวยงาม - VERB),3
(นักท่องเที่ยว - NOUN),(มาก - ADJ),1,(ตอนค่ำ - NOUN),(มาก - ADV),2,(เทพ - NOUN),(ลืม - VERB),6
(จำนวน - NOUN),(มาก - ADJ),0,(การ - NOUN),(โดยเฉพาะ - ADV),3,(ภาพ - NOUN),(สวยงาม - VERB),1
(คุณ - NOUN),(สวยงาม - ADJ),7,(การ - NOUN),(ช้าๆ - ADV),28,(ภาพ - NOUN),(ลืม - VERB),4
(วิดีโอ - NOUN),(สวยงาม - ADJ),3,(พระอาทิตย์ - NOUN),(โดยเฉพาะ - ADV),1,(มุมมอง - NOUN),(น่าตื่นตาตื่นใจ - VERB),1
(น่าตื่นตาตื่นใจ - NOUN),(สวยงาม - ADJ),1,(พระอาทิตย์ - NOUN),(ช้าๆ - ADV),26,(เส้นทาง - NOUN),(ลื่น - VERB),0
(บริเวณ - NOUN),(สวย - ADJ),2,(วันที่ - NOUN),(ช้าๆ - ADV),22,(เส้นทาง - NOUN),(ต้องการ - VERB),3
(วิว - NOUN),(สวย - ADJ),0,(เมฆมาก - NOUN),(ช้าๆ - ADV),20,(เส้นทาง - NOUN),(ปีน - VERB),6
(มุมมอง - NOUN),(แหลม - ADJ),1,(แสง - NOUN),(ช้าๆ - ADV),18,(เส้นทาง - NOUN),(ได้ - VERB),10
(สถานที่ - NOUN),(โรแมนติก - ADJ),0,(ดวงอาทิตย์ - NOUN),(ช้าๆ - ADV),17,(เส้นทาง - NOUN),(ดี - VERB),13
(วิว - NOUN),(สวย - ADJ),0,(เมฆ - NOUN),(ช้าๆ - ADV),14,(ทักษะ - NOUN),(ปีน - VERB),1
(สถานที่ - NOUN),(เดียว - ADJ),14,(ทูต - NOUN),(ช้าๆ - ADV),12,(ทักษะ - NOUN),(ได้ - VERB),5
(ภาพ - NOUN),(เดียว - ADJ),10,(สวรรค์ - NOUN),(ช้าๆ - ADV),11,(ทักษะ - NOUN),(ดี - VERB),8
(คู่รัก - NOUN),(เดียว - ADJ),9,(เบื้องบน - NOUN),(ช้าๆ - ADV),7,(การ - NOUN),(ปีน - VERB),0
(โรแมนติก - NOUN),(เดียว - ADJ),7,(ดวงอาทิตย์ - NOUN),(ช้าๆ - ADV),5,(การ - NOUN),(ได้ - VERB),4
(การ - NOUN),(เดียว - ADJ),3,(ขอบฟ้า - NOUN),(ช้าๆ - ADV),1,(การ - NOUN),(ดี - VERB),7
(อย่าง - NOUN),(เดียว - ADJ),0,(ถนน - NOUN),(แหลม - ADV),1,(ภาพ - NOUN),(ดี - VERB),1
, , ,(สถานที่ - NOUN),(โดยเฉพาะอย่างยิ่ง - ADV),8,(สถานที่ - NOUN),(สวยงาม - VERB),4
, , ,(การ - NOUN),(โดยเฉพาะอย่างยิ่ง - ADV),4,(สถานที่ - NOUN),(ตก - VERB),10
, , ,(พระอาทิตย์ - NOUN),(โดยเฉพาะอย่างยิ่ง - ADV),1,(แห่ง - NOUN),(สวยงาม - VERB),3
, , ,(ช่วง - NOUN),(ลง - ADV),5,(แห่ง - NOUN),(ตก - VERB),9
, , ,(ระยะ - NOUN),(ลง - ADV),4,(ทิวทัศน์ - NOUN),(สวยงาม - VERB),1
, , ,(การ - NOUN),(ลง - ADV),3,(ทิวทัศน์ - NOUN),(ตก - VERB),7
, , ,(การ - NOUN),(ลง - ADV),1,(ช่วงเวลา - NOUN),(ตก - VERB),1
, , ,(ธุดงค์ - NOUN),(จริงๆ - ADV),3,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,(สถานที่ - NOUN),(ที่สุด - ADV),7,(ทะเลอันดามัน - NOUN),(คุ้มค่า - VERB),2
, , ,(มหาสมุทร - NOUN),(ที่สุด - ADV),4,(ทะเลอันดามัน - NOUN),(เยี่ยม - VERB),5
, , ,(เส้นทาง - NOUN),(ที่สุด - ADV),2,(ทะเลอันดามัน - NOUN),(ชม - VERB),6
, , ,(เส้นทาง - NOUN),(ทุก - ADV),1,(การ - NOUN),(เยี่ยม - VERB),0
, , ,(การ - NOUN),(บาง - ADV),3,(การ - NOUN),(ชม - VERB),1
, , ,(การ - NOUN),(บาง - ADV),1,(ร้านค้า - NOUN),(เครื่องดื่ม - VERB),2
, , ,(นักท่องเที่ยว - NOUN),(เช่นกัน - ADV),2,(ร้านค้า - NOUN),(อื่นๆ - VERB),4
, , ,(จำนวน - NOUN),(เช่นกัน - ADV),1,(ร้านขายเสื้อผ้า - NOUN),(เครื่องดื่ม - VERB),0
, , ,(คุณ - NOUN),(ได้ - ADV),12,(ร้านขายเสื้อผ้า - NOUN),(อื่นๆ - VERB),2
, , ,(คุณ - NOUN),(ชัด - ADV),13,(ค่า - NOUN),(เข้า - VERB),0
, , ,(สายลม - NOUN),(ได้ - ADV),8,(ค่า - NOUN),(ชม - VERB),1
, , ,(สายลม - NOUN),(ชัด - ADV),9,(ค่า - NOUN),(เป็น - VERB),2
, , ,(ขอบฟ้า - NOUN),(ได้ - ADV),2,(บริเวณ - NOUN),(ประกอบ - VERB),2
, , ,(ขอบฟ้า - NOUN),(ชัด - ADV),3,(บริเวณ - NOUN),(ขึ้น - VERB),5
, , ,(สถานที่ - NOUN),(ที่สุด - ADV),2,(บริเวณ - NOUN),(ระวัง - VERB),8
, , ,(สถานที่ - NOUN),(บาง - ADV),21,(เนินเขา - NOUN),(ขึ้น - VERB),0
, , ,(สถานที่ - NOUN),(ขึ้น - ADV),27,(เนินเขา - NOUN),(ระวัง - VERB),3
, , ,(สถานที่ - NOUN),(ไป - ADV),28,(ว้าว - NOUN),(ที่นี่ - VERB),0
, , ,(การ - NOUN),(บาง - ADV),16,(นาที - NOUN),(ตะ - VERB),3
, , ,(การ - NOUN),(ขึ้น - ADV),22,(หาด - NOUN),(ตะ - VERB),1
, , ,(การ - NOUN),(ไป - ADV),23,(กะ - NOUN),(ตะ - VERB),0
, , ,(พระอาทิตย์ - NOUN),(บาง - ADV),14,(คุณ - NOUN),(มา - VERB),0
, , ,(พระอาทิตย์ - NOUN),(ขึ้น - ADV),20,(คุณ - NOUN),(ขึ้น - VERB),5
, , ,(พระอาทิตย์ - NOUN),(ไป - ADV),21,(คุณ - NOUN),(ไป - VERB),13
, , ,(จังหวัด - NOUN),(บาง - ADV),11,(คุณ - NOUN),(สวยงาม - VERB),19
, , ,(จังหวัด - NOUN),(ขึ้น - ADV),17,(คุณ - NOUN),(ขึ้น - VERB),2
, , ,(จังหวัด - NOUN),(ไป - ADV),18,(คุณ - NOUN),(ไป - VERB),10
, , ,(สถานที่ - NOUN),(บาง - ADV),9,(คุณ - NOUN),(สวยงาม - VERB),16
