noun,adj,distance,noun,adv,distance,noun,verb,distance
(ตอง - NOUN),(สกปรก - ADJ),13,(น้ำ - NOUN),(เรือหางยาว - ADV),3,(ฉาก - NOUN),(ชม - VERB),5
(ต้น - NOUN),(สกปรก - ADJ),7,(หาด - NOUN),(ที่สุด - ADV),6,(ฉาก - NOUN),(เจมส์ - VERB),8
(ชายหาด - NOUN),(สกปรก - ADJ),5,(สวรรค์ - NOUN),(ที่สุด - ADV),5,(ฉาก - NOUN),(ออก - VERB),12
(น้ำ - NOUN),(สกปรก - ADJ),1,(ชายหาด - NOUN),(ที่สุด - ADV),2,(ฉาก - NOUN),(ไป - VERB),13
(ชายหาด - NOUN),(มากมาย - ADJ),8,(หาด - NOUN),(มาก - ADV),7,(การ - NOUN),(เยี่ยม - VERB),0
(น้ำ - NOUN),(มากมาย - ADJ),6,(รน - NOUN),(มาก - ADV),5,(การ - NOUN),(ชม - VERB),1
(กิจกรรม - NOUN),(มากมาย - ADJ),2,(กะ - NOUN),(มาก - ADV),3,(การ - NOUN),(เจมส์ - VERB),4
(น้ำ - NOUN),(มากมาย - ADJ),0,(น้ำ - NOUN),(มาก - ADV),1,(การ - NOUN),(ออก - VERB),8
(ร้านอาหาร - NOUN),(บาร์ - ADJ),0,(อาหาร - NOUN),(ทุก - ADV),8,(การ - NOUN),(ไป - VERB),9
(ร้านอาหาร - NOUN),(มากมาย - ADJ),3,(เครื่องดื่ม - NOUN),(ทุก - ADV),6,(หิน - NOUN),(เจมส์ - VERB),1
(ร้านกาแฟ - NOUN),(มากมาย - ADJ),0,(อาหาร - NOUN),(ทุก - ADV),0,(หิน - NOUN),(ออก - VERB),5
(ป่า - NOUN),(ยาว - ADJ),15,(ผู้มีชื่อเสียง - NOUN),(ทุก - ADV),14,(หิน - NOUN),(ไป - VERB),6
(ตอง - NOUN),(ยาว - ADJ),14,(ผู้มีชื่อเสียง - NOUN),(ขึ้น - ADV),17,(บอนด์ - NOUN),(เจมส์ - VERB),0
(เวลา - NOUN),(ยาว - ADJ),12,(ผู้มีชื่อเสียง - NOUN),(กว่า - ADV),18,(บอนด์ - NOUN),(ออก - VERB),4
(สัปดาห์ - NOUN),(ยาว - ADJ),10,(ผู้มีชื่อเสียง - NOUN),(ได้ - ADV),23,(บอนด์ - NOUN),(ไป - VERB),5
(วัน - NOUN),(ยาว - ADJ),3,(แพทริค - NOUN),(ทุก - ADV),10,(ไม่ใช่ - NOUN),(สวยงาม - VERB),2
(หาด - NOUN),(ยาว - ADJ),0,(แพทริค - NOUN),(ขึ้น - ADV),13,(ไม่ใช่ - NOUN),(แออัด - VERB),3
(ชายหาด - NOUN),(มากมาย - ADJ),7,(แพทริค - NOUN),(กว่า - ADV),14,(ไม่ใช่ - NOUN),(สกปรก - VERB),5
(คืน - NOUN),(มากมาย - ADJ),5,(แพทริค - NOUN),(ได้ - ADV),19,(ชายหาด - NOUN),(สวยงาม - VERB),1
(ผู้คน - NOUN),(มากมาย - ADJ),0,(อย่าง - NOUN),(ขึ้น - ADV),1,(ชายหาด - NOUN),(แออัด - VERB),2
(สถานที่ - NOUN),(ใกล้เคียง - ADJ),6,(อย่าง - NOUN),(กว่า - ADV),2,(ชายหาด - NOUN),(สกปรก - VERB),4
(รับประทานอาหาร - NOUN),(ใกล้เคียง - ADJ),5,(อย่าง - NOUN),(ได้ - ADV),7,(คุณ - NOUN),(ปล่อย - VERB),2
(บริเวณ - NOUN),(ใกล้เคียง - ADJ),0,(คุณ - NOUN),(แน่นอน - ADV),9,(ชายหาด - NOUN),(รูสึก - VERB),9
(มีเสียง - NOUN),(ดัง - ADJ),0,(รอยสัก - NOUN),(แน่นอน - ADV),6,(ชายหาด - NOUN),(ยุ่ง - VERB),10
(ชายหาด - NOUN),(มากมาย - ADJ),7,(สถานที่ - NOUN),(แน่นอน - ADV),3,(ช่วง - NOUN),(รูสึก - VERB),4
(ชายหาด - NOUN),(โรแมนติก - ADJ),16,(หาด - NOUN),(หลาย - ADV),2,(ช่วง - NOUN),(ยุ่ง - VERB),5
(ร้านค้า - NOUN),(มากมาย - ADJ),2,(ป่า - NOUN),(หลาย - ADV),1,(ปีใหม่ - NOUN),(รูสึก - VERB),3
(ร้านค้า - NOUN),(โรแมนติก - ADJ),11,(ตอง - NOUN),(หลาย - ADV),0,(ปีใหม่ - NOUN),(ยุ่ง - VERB),4
(ร้านอาหาร - NOUN),(มากมาย - ADJ),0,(แปด - NOUN),(มาก - ADV),7,(บาร์ - NOUN),(ริ - VERB),0
(ร้านอาหาร - NOUN),(โรแมนติก - ADJ),9,(สถานที่ - NOUN),(มาก - ADV),2,(บาร์ - NOUN),(ดี - VERB),3
(คู่รัก - NOUN),(โรแมนติก - ADJ),4,(คลื่น - NOUN),(มาก - ADV),3,(มหาด - NOUN),(ดี - VERB),1
(วันหยุด - NOUN),(โรแมนติก - ADJ),1,(ขนาด - NOUN),(มาก - ADV),1,(ชายหาด - NOUN),(สวยงาม - VERB),1
(ผู้ขาย - NOUN),(มากมาย - ADJ),2,(ชายหาด - NOUN),(พอ - ADV),2,(คน - NOUN),(เที่ยว - VERB),0
(ริ - NOUN),(มากมาย - ADJ),1,(ชายหาด - NOUN),(มาก - ADV),4,(หาด - NOUN),(เป็น - VERB),2
(มหาด - NOUN),(มากมาย - ADJ),0,(ชายหาด - NOUN),(ที่สุด - ADV),5,(หาด - NOUN),(ดี - VERB),5
(ผู้ขาย - NOUN),(ดี - ADJ),2,(คุณ - NOUN),(บาง - ADV),4,(หาด - NOUN),(มี - VERB),10
(คน - NOUN),(ดี - ADJ),0,(คุณ - NOUN),(เสมอ - ADV),10,(หาด - NOUN),(เข้า - VERB),12
(ชายหาด - NOUN),(เหม็น - ADJ),4,(คุณ - NOUN),(บาง - ADV),2,(หาด - NOUN),(ชม - VERB),13
(ถนน - NOUN),(เหม็น - ADJ),2,(คุณ - NOUN),(เสมอ - ADV),8,(สวรรค์ - NOUN),(เป็น - VERB),1
(กลิ่น - NOUN),(เหม็น - ADJ),0,(เวลา - NOUN),(เสมอ - ADV),4,(สวรรค์ - NOUN),(ดี - VERB),4
(หาด - NOUN),(มากมาย - ADJ),9,(รีวิว - NOUN),(เช่นกัน - ADV),5,(สวรรค์ - NOUN),(มี - VERB),9
(ป่า - NOUN),(มากมาย - ADJ),8,(ตอนเช้า - NOUN),(มาก - ADV),2,(สวรรค์ - NOUN),(เข้า - VERB),11
(ตอง - NOUN),(มากมาย - ADJ),7,(ตอนเช้า - NOUN),(เกินไป - ADV),5,(สวรรค์ - NOUN),(ชม - VERB),12
(ร้านอาหาร - NOUN),(มากมาย - ADJ),3,(คำพูด - NOUN),(เกินไป - ADV),4,(ชายหาด - NOUN),(ดี - VERB),1
(บาร์ - NOUN),(มากมาย - ADJ),2,(คำพูด - NOUN),(เกินไป - ADV),8,(ชายหาด - NOUN),(มี - VERB),6
(ร้านค้า - NOUN),(มากมาย - ADJ),0,(คำพูด - NOUN),(เกินไป - ADV),17,(ชายหาด - NOUN),(เข้า - VERB),8
(โอกาส - NOUN),(มากมาย - ADJ),0,(คำพูด - NOUN),(เกินไป - ADV),19,(ชายหาด - NOUN),(ชม - VERB),9
(สถานที่ - NOUN),(น่าสนใจ - ADJ),0,(คำพูด - NOUN),(เกินไป - ADV),22,(จังหวัด - NOUN),(มี - VERB),1
(สถานที่ท่องเที่ยว - NOUN),(สกปรก - ADJ),2,(คุณ - NOUN),(เกินไป - ADV),2,(จังหวัด - NOUN),(เข้า - VERB),3
(น้ำ - NOUN),(สกปรก - ADJ),0,(คุณ - NOUN),(เกินไป - ADV),11,(จังหวัด - NOUN),(ชม - VERB),4
(เวลา - NOUN),(ยี่ - ADJ),5,(คุณ - NOUN),(เกินไป - ADV),13,(ค่า - NOUN),(เข้า - VERB),0
(ออกอากาศ - NOUN),(ยี่ - ADJ),4,(คุณ - NOUN),(เกินไป - ADV),16,(ค่า - NOUN),(ชม - VERB),1
(น่าขยะแขยง - NOUN),(ยี่ - ADJ),2,(ประสบการณ์ - NOUN),(เกินไป - ADV),4,(หาด - NOUN),(กะ - VERB),0
(นาที - NOUN),(ยี่ - ADJ),0,(ประสบการณ์ - NOUN),(เกินไป - ADV),6,(หาด - NOUN),(ตะ - VERB),4
(หาดทราย - NOUN),(ขาว - ADJ),0,(ประสบการณ์ - NOUN),(เกินไป - ADV),9,(รน - NOUN),(ตะ - VERB),2
(หาดทราย - NOUN),(สวยงาม - ADJ),1,(ชาวยุโรป - NOUN),(มาก - ADV),2,(กะ - NOUN),(ตะ - VERB),0
(หาดทราย - NOUN),(พลุกพล่าน - ADJ),4,(คุณ - NOUN),(ได้ - ADV),13,(ชายหาด - NOUN),(ดี - VERB),1
(หาดทราย - NOUN),(มีเสียง - ADJ),6,(คุณ - NOUN),(ง่าย - ADV),14,(ชายหาด - NOUN),(พักผ่อน - VERB),4
(หาดทราย - NOUN),(ดัง - ADJ),7,(ป่า - NOUN),(ได้ - ADV),10,(ชายหาด - NOUN),(ดู - VERB),8
(ผู้คน - NOUN),(พลุกพล่าน - ADJ),0,(ป่า - NOUN),(ง่าย - ADV),11,(การ - NOUN),(พักผ่อน - VERB),0
(ผู้คน - NOUN),(มีเสียง - ADJ),2,(ตอง - NOUN),(ได้ - ADV),9,(การ - NOUN),(ดู - VERB),4
(ผู้คน - NOUN),(ดัง - ADJ),3,(ตอง - NOUN),(ง่าย - ADV),10,(ผู้คน - NOUN),(ดู - VERB),1
(น้ำ - NOUN),(สด - ADJ),8,(ชายหาด - NOUN),(ได้ - ADV),6,(นโยบาย - NOUN),(ห้าม - VERB),0
(น้ำผลไม้ - NOUN),(สด - ADJ),0,(ชายหาด - NOUN),(ง่าย - ADV),7,(อาหาร - NOUN),(ยอดเยี่ยม - VERB),3
(ชายหาด - NOUN),(มากมาย - ADJ),8,(น่ารัก - NOUN),(ได้ - ADV),4,(อาหาร - NOUN),(ย่อ - VERB),4
(ชายหาด - NOUN),(อื่นๆ - ADJ),15,(น่ารัก - NOUN),(ง่าย - ADV),5,(อาหาร - NOUN),(มา - VERB),5
(บาร์ - NOUN),(มากมาย - ADJ),2,(เก้าอี้ - NOUN),(มาก - ADV),0,(เครื่องดื่ม - NOUN),(ยอดเยี่ยม - VERB),1
(บาร์ - NOUN),(อื่นๆ - ADJ),9,(เก้าอี้ - NOUN),(ขึ้น - ADV),1,(เครื่องดื่ม - NOUN),(ย่อ - VERB),2
(ร้านอาหาร - NOUN),(มากมาย - ADJ),0,(เก้าอี้ - NOUN),(เท่านั้น - ADV),7,(เครื่องดื่ม - NOUN),(มา - VERB),3
(ร้านอาหาร - NOUN),(อื่นๆ - ADJ),7,(ข้อ - NOUN),(เท่านั้น - ADV),3,(ผู้มีชื่อเสียง - NOUN),(ยิ่งใหญ่ - VERB),1
(บริการ - NOUN),(อื่นๆ - ADJ),3,(ฟรี - NOUN),(ได้ - ADV),2,(ผู้มีชื่อเสียง - NOUN),(ประทับใจ - VERB),5
(อาหารทะเล - NOUN),(อื่นๆ - ADJ),2,(ฟรี - NOUN),(ง่าย - ADV),3,(ผู้มีชื่อเสียง - NOUN),(ไป - VERB),6
(อาหาร - NOUN),(อื่นๆ - ADJ),0,(ชายหาด - NOUN),(ได้ - ADV),1,(ผู้มีชื่อเสียง - NOUN),(เกิน - VERB),7
(คน - NOUN),(น้อย - ADJ),0,(ชายหาด - NOUN),(ง่าย - ADV),2,(ผู้มีชื่อเสียง - NOUN),(ทำให้ - VERB),11
(คน - NOUN),(สะอาด - ADJ),3,(หาด - NOUN),(ที่สุด - ADV),8,(ผู้มีชื่อเสียง - NOUN),(แน่ใจ - VERB),12
(น้ำ - NOUN),(สะอาด - ADJ),0,(ป่า - NOUN),(ที่สุด - ADV),7,(ผู้มีชื่อเสียง - NOUN),(ดี - VERB),16
(กิจกรรม - NOUN),(มากมาย - ADJ),0,(ตอง - NOUN),(ที่สุด - ADV),6,(ผู้มีชื่อเสียง - NOUN),(จินตนาการ - VERB),22
(ผู้คน - NOUN),(มากมาย - ADJ),0,(ชายหาด - NOUN),(ที่สุด - ADV),2,(แพทริค - NOUN),(ประทับใจ - VERB),1
(คน - NOUN),(มาก - ADJ),1,(อาหาร - NOUN),(กี่ - ADV),23,(แพทริค - NOUN),(ไป - VERB),2
(คน - NOUN),(น้อย - ADJ),9,(ชายหาด - NOUN),(กี่ - ADV),10,(แพทริค - NOUN),(เกิน - VERB),3
(จำนวน - NOUN),(มาก - ADJ),0,(หัว - NOUN),(กี่ - ADV),8,(แพทริค - NOUN),(ทำให้ - VERB),7
(จำนวน - NOUN),(น้อย - ADJ),8,(หิน - NOUN),(กี่ - ADV),7,(แพทริค - NOUN),(แน่ใจ - VERB),8
(ขยะ - NOUN),(น้อย - ADJ),6,(พัทยา - NOUN),(กี่ - ADV),6,(แพทริค - NOUN),(ดี - VERB),12
(บริเวณ - NOUN),(น้อย - ADJ),1,(เกาะ - NOUN),(กี่ - ADV),4,(แพทริค - NOUN),(จินตนาการ - VERB),18
(สระว่ายน้ำ - NOUN),(น้อย - ADJ),0,(ช้าง - NOUN),(กี่ - ADV),3,(อย่าง - NOUN),(ดี - VERB),0
(เสียง - NOUN),(ใหญ่ - ADJ),4,(ชื่อ - NOUN),(กี่ - ADV),1,(อย่าง - NOUN),(จินตนาการ - VERB),6
(ถนน - NOUN),(ใหญ่ - ADJ),0,(หาด - NOUN),(ที่สุด - ADV),7,(คุณ - NOUN),(มองหา - VERB),1
(ครั้ง - NOUN),(เดียว - ADJ),0,(ตง - NOUN),(ที่สุด - ADV),5,(คุณ - NOUN),(เป็น - VERB),4
(ผู้หญิง - NOUN),(มาก - ADJ),1,(หาด - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(ไป - VERB),8
(ผู้หญิง - NOUN),(สด - ADJ),12,(หาด - NOUN),(ทั่ว - ADV),19,(รอยสัก - NOUN),(เป็น - VERB),1
(จำนวน - NOUN),(มาก - ADJ),0,(หาด - NOUN),(ทุก - ADV),20,(รอยสัก - NOUN),(ไป - VERB),5
(จำนวน - NOUN),(สด - ADJ),11,(ป่า - NOUN),(ทั่ว - ADV),18,(สถานที่ - NOUN),(ไป - VERB),2
(คุณ - NOUN),(สด - ADJ),4,(ป่า - NOUN),(ทุก - ADV),19,(แปด - NOUN),(เป็น - VERB),3
(เครื่องดื่ม - NOUN),(สด - ADJ),2,(ตอง - NOUN),(ทั่ว - ADV),17,(แปด - NOUN),(วุ่นวาย - VERB),6
(ผลไม้ - NOUN),(สด - ADJ),0,(ตอง - NOUN),(ทุก - ADV),18,(แปด - NOUN),(ถาม - VERB),12
(ทะเล - NOUN),(ใหญ่ - ADJ),6,(ป่า - NOUN),(ทั่ว - ADV),16,(สถานที่ - NOUN),(วุ่นวาย - VERB),1
(คลื่น - NOUN),(ใหญ่ - ADJ),1,(ป่า - NOUN),(ทุก - ADV),17,(สถานที่ - NOUN),(ถาม - VERB),7
(ลูก - NOUN),(ใหญ่ - ADJ),0,(ตอง - NOUN),(ทั่ว - ADV),15,(คุณ - NOUN),(ถาม - VERB),2
(คุณ - NOUN),(ถัดไป - ADJ),3,(ตอง - NOUN),(ทุก - ADV),16,(ครั้ง - NOUN),(ต้องการ - VERB),2
(วัน - NOUN),(ถัดไป - ADJ),0,(การ - NOUN),(ที่สุด - ADV),22,(ครั้ง - NOUN),(ซื้อ - VERB),3
(คุณ - NOUN),(พิเศษ - ADJ),5,(ชายหาด - NOUN),(ที่สุด - ADV),20,(ครั้ง - NOUN),(เป็น - VERB),7
(สิทธิพิเศษ - NOUN),(พิเศษ - ADJ),2,(แห่ง - NOUN),(ที่สุด - ADV),19,(ครั้ง - NOUN),(ผ่อนคลาย - VERB),9
(ร่ม - NOUN),(พิเศษ - ADJ),0,(พริบตา - NOUN),(ที่สุด - ADV),16,(คุณ - NOUN),(ต้องการ - VERB),0
(น้ำ - NOUN),(วิเศษ - ADJ),1,(ริมถนน - NOUN),(ที่สุด - ADV),14,(คุณ - NOUN),(ซื้อ - VERB),1
(เวลา - NOUN),(สวย - ADJ),8,(คน - NOUN),(ที่สุด - ADV),11,(คุณ - NOUN),(เป็น - VERB),5
(ดวงอาทิตย์ - NOUN),(สวย - ADJ),6,(การ - NOUN),(ที่สุด - ADV),7,(คุณ - NOUN),(ผ่อนคลาย - VERB),7
(ผิว - NOUN),(สวย - ADJ),1,(เรือใบ - NOUN),(ที่สุด - ADV),5,(สถานที่ - NOUN),(ผ่อนคลาย - VERB),0
(สถานที่ - NOUN),(มากมาย - ADJ),7,(กิจกรรม - NOUN),(ที่สุด - ADV),2,(คลื่น - NOUN),(มี - VERB),0
(ชีวิต - NOUN),(มากมาย - ADJ),1,(เวลา - NOUN),(บาง - ADV),6,(คลื่น - NOUN),(เด็กๆ - VERB),5
(กิจกรรม - NOUN),(มากมาย - ADJ),0,(ถนน - NOUN),(บาง - ADV),0,(ขนาด - NOUN),(เด็กๆ - VERB),3
(ชายหาด - NOUN),(มากมาย - ADJ),6,(คุณ - NOUN),(มา - ADV),0,(คุณ - NOUN),(นั่ง - VERB),1
